pmid,gene1,gene2,sentence,class,details
19131506,JUN,TCF,"Finally, overexpression of TCFDN attenuates GnRH regulation of Cga promoter activity, a known downstream target of JUN.",FP,incorrectly recognized gene name or identifier
19813247,AML1,TEL,"CD10+ ancestor cells with germline antigen receptors, but silent TEL/AML1 expression, may reside in the lymphoid stem cell compartment of treated t(12;21)-positive patients and might act as a potential source of cells for late relapses",FP,incorrectly recognized gene name or identifier
19813247,AML1,TEL,"We monitored the responses of patients with pediatric acute lymphoblastic leukemia (pALL) using DNA markers, TEL/AML1 expression, and scanning fluorescence microscopy (SFM).",FP,incorrectly recognized gene name or identifier
19837270,AML1,ETV6,"The prognostic significance of the profiles of these genes and the association between alterations in these genes and known cytogenetic prognostic factors (BCR/ABL; ETV6/RUNX1, formerly TEL/AML1; MLL rearrangement; and ploidy changes of chromosomes) were also assessed.",FP,incorrectly recognized gene name or identifier
19841262,NFIB,MYB,Our findings also suggest that the gain-of-function activity resulting from the MYB-NFIB fusion is a candidate therapeutic target.,FP,incorrectly recognized gene name or identifier
9209438,GATA-binding protein,GATA-4,These results demonstrate the selective role of GATA-4 in the transcriptional regulation of the IL-5 gene in a circumstance where multiple members of the GATA-binding proteins are expressed,FP,incorrectly recognized gene name or identifier
1310062,ara,JUN,The binding of JUN/AP-1 was maximal at 1 hour of ara-C treatment and decreased to baseline levels at 12 hours.,FP,general or irrelevant information
1644290,Max,Myc,"In addition, we observed a striking reduction in Myc cotransformation activity when a Max expression construct was added to myc/ras co-transfections.",FP,general or irrelevant information
1776859,c-myc,c-myb,"The effects of E2 and 4-OH Tam on the expression of the not-amplified c-mil and c-myb oncogenes were stronger than those observed on c-myc expression; however, the E2 reversal effect was identical either after short or long-term antiestrogen treatment.",FP,general or irrelevant information
2122229,ara,jun,Regulation of jun-B gene expression by 1-beta-D-arabinofuranosyl-cytosine in human myeloid leukemia cells.,FP,general or irrelevant information
2122980,ara,c-jun,Transcriptional regulation of c-jun gene expression by arabinofuranosylcytosine in human myeloid leukemia cells.,FP,general or irrelevant information
2545635,L-myc,c-myc,"In contrast to expression of the closely related c-myc gene, N-myc and L-myc expression is very restricted in adult tissues.",FP,general or irrelevant information
2545635,N-myc,c-myc,"In contrast to expression of the closely related c-myc gene, N-myc and L-myc expression is very restricted in adult tissues.",FP,general or irrelevant information
2694722,c-myb,c-myc,"The other fourteen oncogene of c-myc was c-myb, c-abl and N-myc, showed no increases of gene content.",FP,general or irrelevant information
2819862,Sp1,LSF,"Thus, LSF is distinguishable from Sp1 in both its transcriptional and DNA-binding properties.",FP,general or irrelevant information
2905047,ear-3,ear-2,"Hybridization analysis of DNAs from sorted chromosomes shows that the ear-2 gene is located on chromosome 19 and ear-3 on chromosome 5, indicating that the two genes are clearly different from each other",FP,general or irrelevant information
2997622,c-myc,N-myc,"The N-myc gene, first detected by its homology to the second exon of the c-myc gene, is amplified and/or expressed in tumours or cell lines derived from neuroblastoma, retinoblastoma and SCLC.",FP,general or irrelevant information
3018359,c-fos,c-myb,"A correlation was evident between the potency of these compounds as inducers of differentiation demonstrated by nonspecific esterase activity, the degree of reduction in calmodulin concentration, the rate of the inhibition of DNA synthesis and of expression of c-myc and c-myb genes, and the induction of the expression of oncogenes c-fos and c-fms.",FP,general or irrelevant information
3779660,c-fos,c-myb,"In most cell types, c-myc and c-myb expression is controlled primarily by posttranscriptional mechanisms, whereas c-fos expression is regulated primarily at the transcriptional level.",FP,general or irrelevant information
7527137,PAX-3,PAX-7,"PAX-7 was found to be weakly expressed in normal human myoblasts, while PAX-3 could not be detected in these cells at all.",FP,general or irrelevant information
7561751,p53,E2F-1,Here we test in transfection assays whether EBNA-LP expression has any functional consequence for repression of E2F-1 activity by pRb or p107 or for activation of transcription by the p53 protein.,FP,general or irrelevant information
7789179,YY1,WT1,"The zinc-finger domains of the predicted protein also showed homology with those of human genes such as WT1, transcriptional repressor YY1, and MYC-associated zinc-finger protein (MAZ).",FP,general or irrelevant information
7789959,Myc,MXI1,"The MXI1 gene encodes a protein interacting with Max, a regulatory factor of the Myc oncogene, and is located on chromosome 10q25, a region showing frequent loss of heterozygosity in malignant gliomas.",FP,general or irrelevant information
7862668,SREBP-2,SREBP-1,These findings suggest that SREBP-1 is responsible for basal transcription of the low density lipoprotein receptor and 3-hydroxy-3-methylglutaryl CoA synthase genes in hamster liver and that SREBP-2 is responsible for the increased transcription that follows sterol depletion with a bile acid-binding resin and a cholesterol synthesis inhibitor.,FP,general or irrelevant information
7910152,p53,WT1,"Finally, WT1 expression data were evaluated in conjunction with immunohistochemical data on p53.",FP,general or irrelevant information
8009854,Sp1,CpF,"In contrast, binding sites for transcription factors located immediately upstream (CpE) and downstream (CpF) of the two Sp1-binding sites were shown to be important determinants of nucleocapsid promoter activity in the differentiated hepatoma cell lines, Huh7 and HepG2.",FP,general or irrelevant information
8049495,PGA1,lipo,The combined administration of cisplatin and lipo-methyl-delta 7-PGA1 prolonged the survival of nude mice bearing HRA cells compared with each single agent alone,FP,general or irrelevant information
8076941,GLI,CHOP,"The CHOP/GADD153 gene, consistently translocated in myxoid liposarcomas, is located less than 55 kb from the putative oncogene GLI.",FP,general or irrelevant information
8076941,GLI,GADD153,"The CHOP/GADD153 gene, consistently translocated in myxoid liposarcomas, is located less than 55 kb from the putative oncogene GLI.",FP,general or irrelevant information
8168107,c-fos,GADD153,"Unlike GADD45, the response of other DNA damage-inducible genes to IR is not dependent on p53 based on the observation that induction in a panel of cell lines did not correlate with a normal p53 status; this included human GADD153, another member of the gadd (growth arrest and DNA damage inducible) group; MyD118, a gene related to GADD45; and the protooncogenes c-jun and c-fos.",FP,general or irrelevant information
8196632,NF-kappa B,BCL3,BCL3 encodes a nuclear protein which can alter the subcellular location of NF-kappa B proteins.,FP,general or irrelevant information
8450888,CCG1,TFIID,The p250 subunit of native TATA box-binding factor TFIID is the cell-cycle regulatory protein CCG1.,FP,general or irrelevant information
8653712,ETV6,AML1,"Moreover, it was shown that the AML1-ETV6 reciprocal chimeric transcript was not present in the malignant cells, and hence may not play a major role in leukemogenesis.",FP,general or irrelevant information
8660103,ets-2,c-jun,"Constitutive expression of c-fos and c-jun, overexpression of ets-2, and reduced expression of metastasis suppressor gene nm23-H1 in rheumatoid arthritis.",FP,general or irrelevant information
8662591,APRF,STAT1,We further present evidence that STAT1 is activated independently from APRF suggesting that gp130 contains multiple independent STAT binding sites.,FP,general or irrelevant information
8723999,AP-1,Fra-2,The analysis and determination of the function of Fra-2 will provide further information on the role of AP-1,FP,general or irrelevant information
8752209,DPC4,MADR2,"The gene for MADR2 was found to reside on chromosome 18q21, near DPC4, another MADR protein implicated in pancreatic cancer.",FP,general or irrelevant information
8825632,freac-5,freac-3,"The freac genes have been localized to the following positions: freac-1, 16q24; freac-3, 6p25; freac-4, 5q12-q13; freac-5, 9 pericen; freac-6, 5q34, and freac-8, 1p32",FP,general or irrelevant information
9069290,c-jun,MEF2C,One consequence of MEF2C activation is increased c-jun gene transcription.,FP,general or irrelevant information
9070860,Id-1,helix-loop-helix protein,The helix-loop-helix protein Id-1 regulates growth and differentiation in many mammalian cells.,FP,general or irrelevant information
9118910,AML1,MLL,The MLL gene at 11q23 or the AML1 gene at 21q22 are almost uniformly rearranged.,FP,general or irrelevant information
9144414,Sp1,ZBP-89,"Immunocytochemical studies confirmed that ZBP-89 expression is elevated in neoplastic tissue and chronic gastritis, whereas Sp1 expression was nearly unchanged.",FP,general or irrelevant information
9212845,p53,MYCN,"Molecular analysis revealed, both MYCN gene amplification and a point mutation of the p53 tumor supressor gene.",FP,general or irrelevant information
9359509,AML1,TEL,These data show that TEL-AML1 expression is significantly associated with myeloid antigen expression by leukaemic cells and suggests that the prognostic significance of myeloid antigen expression in paediatric ALLs should be re-evaluated in the light of molecular cytogenetic markers.,FP,general or irrelevant information
9359534,AML1,TEL,TEL/AML1 transcript and p16 gene deletion in a patient with childhood acute lymphoblastic leukaemia.,FP,general or irrelevant information
9441739,DGS,GSCL,"Due to its location in the critical region on 22q11, GSCL is an excellent candidate gene for VCFS/DGS.",FP,general or irrelevant information
9441739,VCFS,GSCL,"Due to its location in the critical region on 22q11, GSCL is an excellent candidate gene for VCFS/DGS.",FP,general or irrelevant information
9479491,FKHR,PAX7,"Alveolar rhabdomyosarcomas are associated with unique chromosomal translocations t(2;13) and t(1;13), which arise from fusion of the genes for the paired box proteins PAX3 and PAX7, respectively, to the FKHR (forkhead in rhabdomyosarcoma) gene on chromosome 13q14.",FP,general or irrelevant information
9516963,FKHR,Pax3,"The objective of the study was to elucidate how DNA-damaging agents with different mechanisms of action were sensitized in the context of expression of the Pax3/FKHR fusion protein, a transformation event unique to alveolar rhabdomyosarcomas (ARMSs), and wild-type p53 (wtp53).",FP,general or irrelevant information
9528783,Sp1,C/EBPdelta,Interleukin-6-specific activation of the C/EBPdelta gene in hepatocytes is mediated by Stat3 and Sp1.,FP,general or irrelevant information
9528783,Stat3,C/EBPdelta,Interleukin-6-specific activation of the C/EBPdelta gene in hepatocytes is mediated by Stat3 and Sp1.,FP,general or irrelevant information
9541211,transcription factor Sox9,Sry,"Finally, the Sry-related transcription factor Sox9 is expressed in epithelial components and to a lesser degree in condensed mesenchyme of the developing teeth.",FP,general or irrelevant information
9543674,FKHR,PAX3,"Molecular analysis with RT-PCR amplification of RNA isolated from the tumour demonstrated the presence of a PAX3/FKHR fusion transcript, product of a t(2;13) reciprocal translocation, a genetic marker specific for alveolar rhabdomyosarcoma.",FP,general or irrelevant information
9558404,GATA-2,GATA-1,"Our results provide the first evidence for a GATA-1 target gene in eosinophils, a negative regulatory role for GATA-2 in MBP expression, and possibly eosinophil gene transcription in general during myelopoiesis",FP,general or irrelevant information
9655393,PPARalpha,PPARgamma,"Whereas PPARgamma promotes lipid storage by regulating adipocyte differentiation, PPARalpha stimulates the beta-oxidative degradation of fatty acids.",FP,general or irrelevant information
9658402,AP-1,Fra-1,High Fra-1 concentration is crucial for the negative regulation of AP-1 activity by estradiol and thus may take part in estradiol-induced inhibition of cell proliferation in ER alpha- breast cancer cells transfected with ER alpha expression construct,FP,general or irrelevant information
9671410,TEL,AML1,AML1 was found to be expressed but no normal TEL proteins were detected.,FP,general or irrelevant information
9685731,Sp1,GBF,We also show that GBF belongs to a subgroup of KrAzppel-type zinc fingers distinct from Sp1.,FP,general or irrelevant information
9761780,I-kappaBalpha,PGA1,"Because the stress response can also be induced by nonthermal stimuli, we determined whether induction of the stress response with prostaglandin A1 (PGA1) would induce I-kappaBalpha gene expression.",FP,general or irrelevant information
9806359,Stat5,p53,"p53 repressed the prolactin induction of the Stat5 mediated transcription of the beta-casein promoter-luciferase reporter gene, but did not affect IFN-gamma induced, Stat1 dependent transcription of the IRF-1 promoter.",FP,general or irrelevant information
9806359,Stat5,p53,"The repressive function of p53 on Stat5 activity is independent of the amino-terminal transactivation domain, but requires a functional DNA binding domain and the carboxyl-terminal domain.",FP,general or irrelevant information
9864390,p53,E2F-1,"The E2F-1 protein is able to induce generalized apoptosis in gliomas independently of the p53, p16 or Rb status.",FP,general or irrelevant information
9892110,SMAD4,SMAD2,These results suggest that functional abrogation of SMAD2 or SMAD3 and increased expression of SMAD6 or SMAD7 are infrequent in pancreatic carcinomas and further stress the particular importance of SMAD4 inactivation in pancreatic carcinogenesis,FP,general or irrelevant information
9892110,SMAD7,SMAD2,These results suggest that functional abrogation of SMAD2 or SMAD3 and increased expression of SMAD6 or SMAD7 are infrequent in pancreatic carcinomas and further stress the particular importance of SMAD4 inactivation in pancreatic carcinogenesis,FP,general or irrelevant information
9989412,TFIID,Sp1,"Transcriptional activation by enhancer-binding factors such as Sp1 requires TFIID, but the identity of other necessary cofactors has remained unknown.",FP,general or irrelevant information
10064599,c-Jun,CREB,"Similar to CREB-mediated transcription, activation of c-Jun-mediated transcription by calcium signals requires calcium/ calmodulin-dependent protein kinases and is dependent on CBP function.",FP,general or irrelevant information
10207054,ATF2,c-Jun,"Similarly, overexpression of c-Jun in 293T human embryo kidney cells increased ATF2 ubiquitination in vivo and reduced its half-life in a dose-dependent manner.",FP,general or irrelevant information
10329733,Brn-3a,p53,"In contrast, p53 mutants, which are incapable of binding to DNA, do not affect Brn-3a-mediated activation of the Bcl-2 p1 and p2 promoters.",FP,general or irrelevant information
10330159,VDR,Jun,"This DNA element is a composite site that is recognized by both Fos-Jun and NFAT1; it is directly bound by VDR in the absence of a retinoid X receptor as an apparent monomer, and it is bound in a unique tertiary conformation.",FP,general or irrelevant information
10356357,STAT3,STAT5,"Consequently, a carboxyl-terminal truncated STAT5 is capable of blocking STAT3-mediated transcription of an IREtkCAT reporter construct.",FP,general or irrelevant information
10438731,GATA-2,GATA-1,"In our previous study, we demonstrated a major positive regulatory role for GATA-1 and a negative regulatory role for GATA-2 in MBP gene transcription.",FP,general or irrelevant information
10517669,ERalpha,AP-1,"Estrogen responses at AP-1 sites require the integrity of the ERalpha AF-1 and AF-2 activation surfaces and the complementary surfaces on the p160 coactivator GRIP1 (glucocorticoid receptor interacting protein 1), the NID/AF-1 region, and NR boxes.",FP,general or irrelevant information
10619603,E2F-1,p53,It was found that p53 specifically inhibited activated transcription by E2F-5 but not by E2F-1.,FP,general or irrelevant information
10619603,E2F-5,p53,It was found that p53 specifically inhibited activated transcription by E2F-5 but not by E2F-1.,FP,general or irrelevant information
10619603,E2F-4,p53,The results indicate that p53 differentially regulates the activities of two subclasses (E2F-1/-2/-3 vs. E2F-4/-5) of E2F transcription factors.,FP,general or irrelevant information
10652338,COUP-TFI,GRIP1,"Finally, overexpression of GRIP1 or SRC-1 does not convert COUP-TFI from a transcriptional repressor into a transcriptional activator in HeLa cells",FP,general or irrelevant information
10652338,COUP-TFI,SRC-1,"Finally, overexpression of GRIP1 or SRC-1 does not convert COUP-TFI from a transcriptional repressor into a transcriptional activator in HeLa cells",FP,general or irrelevant information
10666368,FKHR,myogenin,One of two embryonal rhabdomyosarcomas that strongly stained for myogenin was retrospectively found to be positive for Pax3/FKHR transcripts.,FP,general or irrelevant information
10666368,FKHR,Pax3,One of two embryonal rhabdomyosarcomas that strongly stained for myogenin was retrospectively found to be positive for Pax3/FKHR transcripts.,FP,general or irrelevant information
10666368,Pax3,myogenin,One of two embryonal rhabdomyosarcomas that strongly stained for myogenin was retrospectively found to be positive for Pax3/FKHR transcripts.,FP,general or irrelevant information
10672061,PgR,p53,Immunohistochemical analysis of pleomorphic lobular carcinoma: higher expression of p53 and chromogranin and lower expression of ER and PgR.,FP,general or irrelevant information
10760820,p53,CHOP,"Immunoblotting techniques were used on microdissected fresh frozen tumor specimens, and expression of C/EBPalpha, C/EBPbeta and C/EBPzeta (CHOP) was analyzed in addition to that of the cell-cycle regulator p53 and the proliferation marker PCNA.",FP,general or irrelevant information
10769646,p53,ara,"The cell treatment with 0.1, 1 and 10 microM ara-C for 48 hours showed increased p53 protein expression in most of these lines.",FP,general or irrelevant information
10868948,MODY,HNF3B,The results of our study suggest that mutations in HNF3B are not a common cause of MODY in Japanese subjects,FP,general or irrelevant information
10868948,HNF3B,MODY,We have tested this hypothesis by screening a panel of 57 unrelated Japanese subjects with a clinical diagnosis of MODY for mutations in HNF3B.,FP,general or irrelevant information
10908559,Id-1,helix-loop-helix protein,"Recently it was reported that forced overexpression of the helix-loop-helix protein Id-1 was capable of immortalizing keratinocytes, secondary to activation of telomerase activity and suppression of p16/Rb-mediated growth arrest pathways.",FP,general or irrelevant information
10944465,TTF-2,thyroid transcription factor,The thyroid transcription factor TTF-2 is a forkhead-containing protein involved in thyroid-specific gene expression and necessary for thyroid morphogenesis.,FP,general or irrelevant information
10958784,PPAR,PAX8,"PAX8-PPARgamma1 mRNA and protein were detected in 5 of 8 thyroid follicular carcinomas but not in 20 follicular adenomas, 10 papillary carcinomas, or 10 multinodular hyperplasias.",FP,general or irrelevant information
10975680,ERF,FLI1,"In this study, we demonstrate that the ES transformed phenotype can be suppressed by chimeric transcriptional repressors containing the DNA-binding domain of FLI1 and the regulatory and repressor domain of ERF, a transcription suppressor and member of the ets gene family.",FP,general or irrelevant information
11031250,Max,Myc,The Myc/Max/Mad network and the transcriptional control of cell behavior.,FP,general or irrelevant information
11113393,fra-2,c-fos,"Expression of c-jun, junB, and c-fos peaked 30 minutes after the injection while fra-2 expression peaked 30 minutes later.",FP,general or irrelevant information
11113393,fra-2,c-jun,"Expression of c-jun, junB, and c-fos peaked 30 minutes after the injection while fra-2 expression peaked 30 minutes later.",FP,general or irrelevant information
11165321,ETV6,MLL,"In AML, gene amplification by ring formation has been demonstrated only in another three patients (amplification of the MLL gene in two cases and of the ETV6 gene in one case).",FP,general or irrelevant information
11171987,Stat1,Stat3,Constitutively activated Stat3 protects fibroblasts from serum withdrawal and UV-induced apoptosis and antagonizes the proapoptotic effects of activated Stat1.,FP,general or irrelevant information
11189444,Fos,HSF1,"Therefore, besides its known function in the stress response, HSP70 also has the property of a corepressor and combines with HSF1 to antagonize Fos expression and may thus impact multiple aspects of cell regulation",FP,general or irrelevant information
11316804,TAF(II)250,c-Jun,We hypothesized that c-Jun is capable of derepressing the effect of the TAF(II)250 N terminus on TFIID-driven transcription.,FP,general or irrelevant information
11316804,TFIID,c-Jun,We hypothesized that c-Jun is capable of derepressing the effect of the TAF(II)250 N terminus on TFIID-driven transcription.,FP,general or irrelevant information
11316804,TFIID,TAF(II)250,We hypothesized that c-Jun is capable of derepressing the effect of the TAF(II)250 N terminus on TFIID-driven transcription.,FP,general or irrelevant information
11320240,NFAT1,Fos,The reorientation of Fos-Jun by NFAT1 was not inhibited by competitor oligonucleotides or heterodimers.,FP,general or irrelevant information
11422041,c-Myc,Max,"Max is the best known heterodimeric partner of c-Myc, interacting with its C-terminal domain, and Bin1 is an adaptor protein interacting with its N-terminal domain.",FP,general or irrelevant information
11470825,Tcf-1,TCF,"Also, 1alpha,25(OH)2D(3) inhibited expression of beta-catenin-TCF-4-responsive genes, c-myc, peroxisome proliferator-activated receptor delta, Tcf-1, and CD44, whereas it induced expression of ZO-1.",FP,general or irrelevant information
11504730,SREBP-1c,NR1H3,"The nuclear receptors liver X receptor alpha (LXRalpha) (NR1H3) and LXRbeta (NR1H2) are important regulators of genes involved in lipid metabolism, including ABCA1, ABCG1, and sterol regulatory element-binding protein-1c (SREBP-1c).",FP,general or irrelevant information
11504730,SREBP-1c,NR1H2,"The nuclear receptors liver X receptor alpha (LXRalpha) (NR1H3) and LXRbeta (NR1H2) are important regulators of genes involved in lipid metabolism, including ABCA1, ABCG1, and sterol regulatory element-binding protein-1c (SREBP-1c).",FP,general or irrelevant information
11508826,Pax8,Prop1,"The following topics are addressed: molecular mutations causing central hypothyroidism (isolated autosomal recessive TRH deficiency; autosomal recessive TRH-receptor inactivating mutations; TSH beta-subunit bio-inactivating mutations; Pit-1 mutations; Prop1 mutations; high molecular weight bio-inactive TSH); defects in response to TSH (mutations in the TSH receptor: TSH receptor gain-of-function mutations; TSH receptor loss-of-function mutations); defects in thyroid gland formation: transcription factor mutations (TTF-2 and Pax8); defects in peripheral thyroid hormone metabolism (defective intrapituitary conversion of T4 to T3; hemangioma consumption of thyroid hormone); and defects in tissue response to thyroid hormone (generalized thyroid hormone resistance, selective pituitary thyroid hormone resistance).",FP,general or irrelevant information
11559933,IRF2,IRF1,Alterations in IRF1/IRF2 expression in acute myelogenous leukemia.,FP,general or irrelevant information
11689848,E2F transcription factor,p53,We have constructed a virus (01/PEME) containing a novel regulatory circuit in which p53-dependent expression of an antagonist of the E2F transcription factor inhibits viral replication in normal cells.,FP,general or irrelevant information
11707390,IkappaBalpha,Bcl-3,"The two structures are highly similar over the central ankyrin repeats but differ in the N-terminal repeat and at the C-terminus, where Bcl-3 contains a seventh repeat in place of the acidic PEST region of IkappaBalpha.",FP,general or irrelevant information
11727934,HIF-1alpha,c-myc,"Whereas c-myc is a direct target for oncogenic mutations, expression of hypoxia-inducible factor 1 (HIF-1) is indirectly up-regulated via gain-of-function mutations in oncogenes and loss-of-function mutations in tumour suppressor genes that result increased HIF-1alpha protein expression and/or increased HIF-1 transcriptional activity in a cell-type-specific manner.",FP,general or irrelevant information
11796106,Pax-5,Ets-1,Ets-1 flips for new partner Pax-5.,FP,general or irrelevant information
11801462,AML1,TEL,The within-assay coefficient of variation (CV) for TEL-AML1 was 7.0% and the between-assay CV was 13%.,FP,general or irrelevant information
11840500,PPARA,RXRB,"A Val95Ala polymorphism of the RXRB gene, a Val227Ala polymorphism in the PPARA gene, and two synonymous single-nucleotide and CA repeat polymorphisms in the 5' region and 3' untranslated region of the NR4A2 gene were identified.",FP,general or irrelevant information
11950812,gadd153,c-myc,"Among several genes selected by cDNA array screening, quantitative RT-PCR analysis confirmed downregulation of c-myc expression and upregulation of c-jun and gadd153 expression by 15d-PGJ2 and TGZ.",FP,general or irrelevant information
11980846,FOXE3,PAX6,"In a small cohort (n = 13) of patients with Peters' anomaly, shown to be normal in the PAX6 locus, one individual was found to be heterozygous for a nonconservative missense mutation in FOXE3.",FP,general or irrelevant information
11990793,SOX9,SRY,"However, important pieces of the puzzle are still missing, such as the molecular nature of the sex switch in marsupials, monotremes and non-mammalian vertebrates; the target of SRY; the upstream regulators of SOX9; and the genes in the ovarian pathway.",FP,general or irrelevant information
12036432,Sp1,BTEB,"In the present study, we report the molecular and functional characterization of BTE-binding protein (BTEB) 4, a novel ubiquitously expressed member of the Sp1-like proteins family.",FP,general or irrelevant information
12036432,Sp1,BTEB,Thus the identification of this protein expands the repertoire of BTEB-like members of the Sp1-like protein family involved in transcriptional repression.,FP,general or irrelevant information
12052834,c-Jun,JunD,The JunD transcription factor is one member of the Jun family of proteins that also includes c-Jun and JunB.,FP,general or irrelevant information
12111652,HLF,E2A,RT-PCR was used to detect the E2A-HLF transcript.,FP,general or irrelevant information
12130543,Sf1,Wilms tumor,The Wilms tumor suppressor WT1 regulates early gonad development by activation of Sf1.,FP,general or irrelevant information
12130543,Sf1,WT1,The Wilms tumor suppressor WT1 regulates early gonad development by activation of Sf1.,FP,general or irrelevant information
12192602,p73,N-myc,N-myc modulates expression of p73 in neuroblastoma.,FP,general or irrelevant information
12384983,Smad3,Smad2,"ALK-5 and ALK-1 mediate TGF-beta signals through distinct Smad proteins, i.e., Smad2/Smad3 and Smad1/Smad5, respectively.",FP,general or irrelevant information
12401788,NF-YC,NF-YB,The NF-YB/NF-YC structure gives insight into DNA binding and transcription regulation by CCAAT factor NF-Y.,FP,general or irrelevant information
12420222,SOX9,RAR,RAR agonists stimulate SOX9 gene expression in breast cancer cell lines: evidence for a role in retinoid-mediated growth inhibition.,FP,general or irrelevant information
12424252,C/EBPalpha,SREBP-1,"Despite decreased levels of CNTFRalpha expression in fully differentiated 3T3-L1 adipocytes, CNTF treatment of these cells resulted in a time-dependent activation of STAT 3. Chronic treatment of adipocytes resulted in a substantial decrease in fatty-acid synthase and a notable decline in SREBP-1 levels but had no effect on the expression of peroxisome proliferator-activated receptor gamma, acrp30, adipocyte-expressed STAT proteins, or C/EBPalpha.",FP,general or irrelevant information
12524540,p53,iASPP,iASPP expression is upregulated in human breast carcinomas expressing wild-type p53 and normal levels of ASPP.,FP,general or irrelevant information
12526101,BETA2,Id,Id2 inhibited E-box mediated gene expression in a dose dependent manner in BETA2/NeuroD expressing HIT cells.,FP,general or irrelevant information
12526101,NeuroD,Id,Id2 inhibited E-box mediated gene expression in a dose dependent manner in BETA2/NeuroD expressing HIT cells.,FP,general or irrelevant information
12526101,BETA2,Id,"In this study, we investigated the effect of Id on the function of BETA2/NeuroD, a bHLH transcription factor responsible for neuron and endocrine cell specific gene expression.",FP,general or irrelevant information
12526101,NeuroD,Id,"In this study, we investigated the effect of Id on the function of BETA2/NeuroD, a bHLH transcription factor responsible for neuron and endocrine cell specific gene expression.",FP,general or irrelevant information
12554679,p53,ETS2,"Therefore, we conclude that overexpression of human chromosome 21-encoded ETS2 induces apoptosis that is dependent on p53.",FP,general or irrelevant information
12569092,Sp1,TAF1,"Here we provide evidence that TAF1 serves two independent functions, one at the core promoter and one at the upstream activating Sp1 sites of the cyclin D1 gene.",FP,general or irrelevant information
12687690,Foxp1,Foxp2,"Since Foxp2 appears to be important in language, we wanted to explore the expression of this gene and a homologous gene, Foxp1, in the developing brain.",FP,general or irrelevant information
12707044,c-MYC,L-MYC,"Using oligonucleotide microarrays, L-MYC was found to be more frequently overexpressed in OvCas than either c-MYC or N-MYC relative to ovarian surface epithelium.",FP,general or irrelevant information
12760288,TTF-1,p63,"All 23 SCLCs were negative or, rarely, equivocal for p63; 20 (87%) of 23 were TTF-1+; nuclear staining ranged from strong and/or frequent to weak and/or uncommon.",FP,general or irrelevant information
12788047,Runx2,Runx1,"There are three Runx genes in mammals; Runx1 is required for definitive hematopoiesis and is a frequently mutated gene in human leukemia, Runx2 is required for osteogenesis and is associated with cleidocranial dysplasia, and Runx3 controls neurogenesis in the dorsal root ganglia and cell proliferation in the gastric epithelium, and is frequently deleted or silenced in human gastric cancer.",FP,general or irrelevant information
12827408,RelA,NF-kappa B,CONCLUSION: Our results suggest that increased expression of NF-kappa B/RelA contributes to tumor angiogenesis in colorectal cancer.,FP,general or irrelevant information
12840810,Sox9,Sry,"In mammals, Sry might initiate testis induction by upregulating Sox9 expression; however, direct evidence supporting this hypothesis is lacking.",FP,general or irrelevant information
12846972,Nurr1,Lmx1b,Lmx1b is followed by the orphan steroid receptor Nurr1.,FP,general or irrelevant information
12878168,PPARgamma,MyoD1,"Activation of PPARdelta by long chain fatty acids impairs the expression of the determination factor MyoD1 and alpha-actin, abolishes the development of multinucleated myotubes, and in parallel induces the expression of PPARgamma gene, a master regulator of adipogenesis.",FP,general or irrelevant information
14522464,Nkx2-5,Hop,"During embryogenesis, Hop is expressed in the myocardium of the developing heart and it functions downstream of Nkx2-5, an early cardiac-specific transcription factor.",FP,general or irrelevant information
14527352,AML1,TEL,All fourteen patients positive for TEL/AML1 gene fusion were mosaic.,FP,general or irrelevant information
14576323,MAR,c-myc,The c-myc MAR is also matrix-associated in CEM cells while localizing to loop DNA in WI-38 cells.,FP,general or irrelevant information
14581467,NF-kappaB,RelA,"Using a range of functional assays, we have shown that microtubule depolymerization correlates with the activation of IKKalpha and IKKbeta; the phosphorylation, ubiquitination, and degradation of IkappaBalpha; the translocation of native p65 (RelA) into the nucleus; and increased NF-kappaB transcriptional activity.",FP,general or irrelevant information
14651981,basic helix-loop-helix transcription factor,TCL5,The Tal1 gene (also called Scl or TCL5) encodes a basic helix-loop-helix transcription factor required for hematopoiesis and vasculogenesis.,FP,general or irrelevant information
14694850,MODY,NeuroD1,On the other hand we confirmed that the Ala45Thr variant in NeuroD1/BETA2 may represent a susceptibility gene for type 1 diabetes but none of these genes revealed any MODY-specific mutations.,FP,general or irrelevant information
14725896,basic helix-loop-helix transcription factor,SCL,SCL is a basic helix-loop-helix transcription factor that is an essential regulator at several levels in the hematopoietic hierarchy and whose inappropriate regulation frequently contributes to the development of pediatric T-cell acute lymphoblastic leukemia.,FP,general or irrelevant information
14738225,YB-1,p53,Including information about the histology and mutational status for p53 increased the prognostic value of nuclear YB-1.,FP,general or irrelevant information
14765107,SREBP2,ATF6,ATF6 modulates SREBP2-mediated lipogenesis.,FP,general or irrelevant information
14965237,NF-kappa B,Transcription factor,Transcription factor NF-kappa B is reported to be the oxygen sensor in LPS induced endotoxemia.,FP,general or irrelevant information
14973138,ATF6beta,ATF6alpha,"Although it is known that ATF6alpha is a potent activator of ERSRGs, the transcriptional potency and functions of ATF6beta remain to be explored.",FP,general or irrelevant information
14988020,Pea3,WT1,Our results position Pea3 upstream of WT1 and define a gene hierarchy important for mesenchymal-epithelial transitions.,FP,general or irrelevant information
