pmid,gene1,gene2,sentence,class,details,gene1_char_start,gene1_char_end,gene2_char_start,gene2_char_end
20870174,Smad3,Foxp3,Positive and Negative Transcriptional Regulation of the Foxp3 Gene is Mediated by Access and Binding of the Smad3 Protein to Enhancer I.,TP,binding to regulatory DNA-region/potential direct influence on expression,108,113,56,61
20870174,Smad3,Foxp3,"Thus, control of accessibility and binding of pSmad3 provides a common framework for positive and negative regulation of TGF-ÃŽÂ²-induced Foxp3 transcription",TP,binding to regulatory DNA-region/potential direct influence on expression,47,52,138,143
1370462,GATA-binding protein,GATA-2,We propose that GATA-2 is the GATA-binding protein required for PPET-1 gene expression in endothelial cells,FP,incorrectly recognized gene name or identifier,30,50,16,22
1996082,c-jun,Ara,Time course studies showed that 10 microM Ara-C induced c-jun transcripts 6 hr after initiation of culture.,FP,incorrectly recognized gene name or identifier,56,61,42,45
3413485,OTF-1,Transcription factor,Transcription factor OTF-1 is functionally identical to the DNA replication factor NF-III.,FP,incorrectly recognized gene name or identifier,21,26,0,20
7479778,TFIID,Transcription factor,Transcription factor TFIID is a direct functional target of the adenovirus E1A transcription-repression domain.,FP,incorrectly recognized gene name or identifier,21,26,0,20
7758976,c-Jun,helix-loop-helix protein,"Sequences of the 5'-flanking region of the human helix-loop-helix protein-encoding Id2A gene, and promoter activity regulated by serum and c-Jun/AP-1.",FP,incorrectly recognized gene name or identifier,139,144,49,73
7791790,GATA-binding protein,GATA-4,"However, using ATL-16T nuclear extract, we demonstrated that GATA-4 is the only GATA-binding protein that forms a specific DNA-protein complex with the -70 GATA site.",FP,incorrectly recognized gene name or identifier,80,100,61,67
7791790,GATA-binding protein,GATA-4,These results demonstrate the selective role of GATA-4 in the transcriptional regulation of the IL-5 gene in a circumstance where multiple members of the GATA-binding proteins are expressed,FP,incorrectly recognized gene name or identifier,154,174,48,54
7828584,ID1,c-Fos,"Finally, squelching experiments suggest that c-Fos ID1 binds a limiting protein involved in inhibition.",FP,incorrectly recognized gene name or identifier,51,54,45,50
7983016,egr-1,Transcription factor,Transcription factor egr-1 is involved in phorbol 12-myristate 13-acetate-induced megakaryocytic differentiation of K562 cells.,FP,incorrectly recognized gene name or identifier,21,26,0,20
8195192,NF-kappa B,ara,ara-C also increased expression of the transcription factor NF-kappa B which is related to the control of monocyte differentiation.,FP,incorrectly recognized gene name or identifier,60,70,0,3
8512587,jun,ara,"Taken together, these results demonstrate that ara-C induces expression of the jun-D gene and that this effect is regulated by transcriptional and posttranscriptional mechanisms",FP,incorrectly recognized gene name or identifier,79,82,47,50
8541224,c-fos,early growth response,"The ER in SKOV3 cells was normal with respect to apparent Kd for binding with E2, E2 regulation of a transiently transfected ERE driven reporter gene, and E2 stimulation of expression of the early growth response genes c-myc and c-fos.",FP,incorrectly recognized gene name or identifier,229,234,191,212
8609706,AML1,TEL,"Moreover, TEL/AML1 expression defined a distinct subgroup of patients characterized by an age between 1 and 10 years, B lineage immunophenotype, non-hyperdiploid DNA content and an excellent prognosis.",FP,incorrectly recognized gene name or identifier,14,18,10,13
8657108,AML1,TEL,The t(12;21) translocation is present in up to 30% of childhood B-cell acute lymphoblastic and fuses a potential dimerization motif from the ets-related factor TEL to the N terminus of AML1.,FP,incorrectly recognized gene name or identifier,185,189,160,163
8663540,basic helix-loop-helix transcription factor,HIF-1,Hypoxia-inducible factor 1 (HIF-1) is a heterodimeric basic helix-loop-helix transcription factor that regulates hypoxia-inducible genes including the human erythropoietin (EPO) gene.,FP,incorrectly recognized gene name or identifier,54,97,28,33
8723988,c-fos,early growth response,Effect of angiotension II on the expression of the early growth response gene c-fos and DNA synthesis in human vascular smooth muscle cells.,FP,incorrectly recognized gene name or identifier,78,83,51,72
8723988,c-fos,early growth response,OBJECTIVES: The aims of this study were to characterize the angiotensin II receptor subtype present on vascular smooth muscle cells from human saphenous vein and to assess the effect of angiotensin II on the expression of the early growth response gene c-fos and on DNA synthesis.,FP,incorrectly recognized gene name or identifier,253,258,226,247
8751464,AML1,TEL,"In addition, our method could be a powerful tool for quantification of the TEL/AML1 transcript and for the detection of MRD",FP,incorrectly recognized gene name or identifier,79,83,75,78
8913730,CBFA2,ETV6,Nine of the 34 patient samples expressed the ETV6/CBFA2 transcript.,FP,incorrectly recognized gene name or identifier,50,55,45,49
8934878,Id-1,helix-loop-helix protein,The helix-loop-helix protein Id-1 and a retinoblastoma protein binding mutant of SV40 T antigen synergize to reactivate DNA synthesis in senescent human fibroblasts.,FP,incorrectly recognized gene name or identifier,29,33,4,28
9359509,AML1,TEL,"In 14 of these cases (63%), TEL-AML1 expression was detected, whereas t(4;11), t(11;19) and t(9;22) translocations were found by molecular methods in only three cases (14%).",FP,incorrectly recognized gene name or identifier,32,36,28,31
9687522,SCL,basic helix-loop-helix transcription factor,"In normal hemopoietic cells that are dependent on specific growth factors for cell survival, the expression of the basic helix-loop-helix transcription factor SCL/Tal1 correlates with that of c-Kit, the receptor for Steel factor (SF) or stem cell factor.",FP,incorrectly recognized gene name or identifier,159,162,115,158
9687522,Tal1,basic helix-loop-helix transcription factor,"In normal hemopoietic cells that are dependent on specific growth factors for cell survival, the expression of the basic helix-loop-helix transcription factor SCL/Tal1 correlates with that of c-Kit, the receptor for Steel factor (SF) or stem cell factor.",FP,incorrectly recognized gene name or identifier,163,167,115,158
9722555,c-myc,IPF-1,IPF-1.c-myc expression also enhanced the response of the insulin promoter to elevations in extracellular glucose concentration.,FP,incorrectly recognized gene name or identifier,6,11,0,5
10100484,Y-box-binding protein,Contrin,"By the criteria of northern and western blotting, Contrin appears to be testis specific and distinct from other mammalian Y-box-binding proteins.",FP,incorrectly recognized gene name or identifier,122,143,50,57
10490596,AML-1,TEL,This translocation fuses a putative repressor domain from the TEL DNA-binding protein to nearly all of the AML-1B transcription factor.,FP,incorrectly recognized gene name or identifier,107,112,62,65
11004486,ISGF3 gamma,Transcription factor,Transcription factor C/EBP-beta is required for inducing ISGF3 gamma gene expression through GATE.,FP,incorrectly recognized gene name or identifier,57,68,0,20
11069897,BACH1,Transcription factor,Transcription factor BACH1 is recruited to the nucleus by its novel alternative spliced isoform.,FP,incorrectly recognized gene name or identifier,21,26,0,20
11109966,STAT1,Transcription factor,Transcription factor STAT1 is bound to proteasomes in A-431 cells.,FP,incorrectly recognized gene name or identifier,21,26,0,20
11118214,SCL,basic helix-loop-helix transcription factor,P/CAF-mediated acetylation regulates the function of the basic helix-loop-helix transcription factor TAL1/SCL.,FP,incorrectly recognized gene name or identifier,106,109,57,100
11283671,C/EBPalpha,AML1,AML1-ETO appears to suppress C/EBPalpha expression indirectly by inhibiting positive autoregulation of the CEBPA promoter.,FP,incorrectly recognized gene name or identifier,29,39,0,4
11283671,CEBPA,AML1,AML1-ETO appears to suppress C/EBPalpha expression indirectly by inhibiting positive autoregulation of the CEBPA promoter.,FP,incorrectly recognized gene name or identifier,107,112,0,4
12553721,Egr-1,Transcription factor,Transcription factor Egr-1 activates collagen expression in immortalized fibroblasts or fibrosarcoma cells.,FP,incorrectly recognized gene name or identifier,21,26,0,20
15171706,EGR3,Transcription factor,Transcription factor EGR3 is involved in the estrogen-signaling pathway in breast cancer cells.,FP,incorrectly recognized gene name or identifier,21,25,0,20
15326310,CEBPA,AML1,The leukemic fusion gene AML1-MDS1-EVI1 suppresses CEBPA in acute myeloid leukemia by activation of Calreticulin.,FP,incorrectly recognized gene name or identifier,51,56,25,29
15704129,RUNX1,ETV6,ETV6/RUNX1 fusion at diagnosis and relapse: some prognostic indications.,FP,incorrectly recognized gene name or identifier,5,10,0,4
15749681,AML1,TEL,We conclude that the incidence of TEL/AML1 is lower in the Indian population.,FP,incorrectly recognized gene name or identifier,38,42,34,37
16247445,C/EBPalpha,AML1,"Our observations indicate that AML1-ETO may not be a constitutive repressor of gene expression in every case in which it can associate with DNA, either on its own or in conjunction with C/EBPalpha.",FP,incorrectly recognized gene name or identifier,186,196,31,35
16735048,SOM,DOM,"On the other hand, the sorbed DOM on soil solids after the addition of heavy metals in soils was found to be much more reactive and have far stronger capacity of phenanthrene uptake than the inherent SOM.",FP,incorrectly recognized gene name or identifier,200,203,30,33
16738062,p73,twist,p19ras brings a new twist to the regulation of p73 by Mdm2.,FP,incorrectly recognized gene name or identifier,47,50,20,25
17357085,SIX5,Transcription factor,Transcription factor SIX5 is mutated in patients with branchio-oto-renal syndrome.,FP,incorrectly recognized gene name or identifier,21,25,0,20
17437280,TWIST1,basic helix-loop-helix transcription factor,"The Saethre-Chotzen syndrome is an autosomal, dominantly inherited craniosynostosis caused by mutations in the basic helix-loop-helix transcription factor gene TWIST1.",FP,incorrectly recognized gene name or identifier,160,166,111,154
17523278,GSC,p53,"RESULTS: Fourteen p53 mutations were found, 5 in GSC (29%) and 9 in IPGC (36%).",FP,incorrectly recognized gene name or identifier,49,52,18,21
17627137,Olig2,basic helix-loop-helix transcription factor,"Conversely, the basic helix-loop-helix transcription factor Olig2 is widely expressed in subsets of glia cells and progenitors, and it is strongly induced at different sites by both acute and chronic injury, albeit with different mechanisms.",FP,incorrectly recognized gene name or identifier,60,65,16,59
17707600,ZNF143,Transcription factor,Transcription factor hStaf/ZNF143 is required for expression of the human TFAM gene.,FP,incorrectly recognized gene name or identifier,27,33,0,20
17762869,KLF4,Kruppel-like factor,The Kruppel-like factor KLF4 is a critical regulator of monocyte differentiation.,FP,incorrectly recognized gene name or identifier,24,28,4,23
17894555,C/EBPalpha,EVI1,"Therefore, recruitment of histone deacetylase via CtBP and disruption of DNA binding could be likely scenarios for the RUNX1/EVI1-induced dominant repression on C/EBPalpha.",FP,incorrectly recognized gene name or identifier,161,171,125,129
17894555,C/EBPalpha,RUNX1,"Therefore, recruitment of histone deacetylase via CtBP and disruption of DNA binding could be likely scenarios for the RUNX1/EVI1-induced dominant repression on C/EBPalpha.",FP,incorrectly recognized gene name or identifier,161,171,119,124
18296735,NK2,Nkx3.1,"Nkx3.1 is a member of the NK2 class of homeodomain proteins and is expressed in development, being an early marker of the sclerotome and prostate gland.",FP,incorrectly recognized gene name or identifier,26,29,0,6
18595660,Smad4,Smad2,Here we demonstrated that the Activin-like kinase 4 (Alk4)/Smad2 pathway facilitates the transcriptional activity of the oncogenic Wnt/beta-catenin/Tcf4 pathway through a novel Smad4-independent mechanism.,FP,incorrectly recognized gene name or identifier,177,182,59,64
18595660,Tcf4,Smad2,Here we demonstrated that the Activin-like kinase 4 (Alk4)/Smad2 pathway facilitates the transcriptional activity of the oncogenic Wnt/beta-catenin/Tcf4 pathway through a novel Smad4-independent mechanism.,FP,incorrectly recognized gene name or identifier,148,152,59,64
18627065,TCF4,basic helix-loop-helix transcription factor,"Breakpoint-mapping by fluorescence in situ hybridization indicated that on chromosome 18, the basic helix-loop-helix transcription factor TCF4 gene is disrupted by the breakpoint.",FP,incorrectly recognized gene name or identifier,138,142,94,137
18668008,Math1,Basic helix-loop-helix transcription factor,Basic helix-loop-helix transcription factor Math1 was found to be necessary and sufficient for the production of auditory hair cells.,FP,incorrectly recognized gene name or identifier,44,49,0,43
18781613,TCF4,PHS,"PHS was shown to be caused by de novo heterozygous mutations of the TCF4 gene, located in 18q21.",FP,incorrectly recognized gene name or identifier,68,72,0,3
18787630,p63,AFX,"Overall, the most effective combination to distinguish AFX from SCSCC was p63 and cytokeratin AE-1/3.",FP,incorrectly recognized gene name or identifier,74,77,55,58
19131506,JUN,TCF,"Finally, overexpression of TCFDN attenuates GnRH regulation of Cga promoter activity, a known downstream target of JUN.",FP,incorrectly recognized gene name or identifier,115,118,27,30
19813247,AML1,TEL,"CD10+ ancestor cells with germline antigen receptors, but silent TEL/AML1 expression, may reside in the lymphoid stem cell compartment of treated t(12;21)-positive patients and might act as a potential source of cells for late relapses",FP,incorrectly recognized gene name or identifier,69,73,65,68
19813247,AML1,TEL,"We monitored the responses of patients with pediatric acute lymphoblastic leukemia (pALL) using DNA markers, TEL/AML1 expression, and scanning fluorescence microscopy (SFM).",FP,incorrectly recognized gene name or identifier,113,117,109,112
19837270,AML1,ETV6,"The prognostic significance of the profiles of these genes and the association between alterations in these genes and known cytogenetic prognostic factors (BCR/ABL; ETV6/RUNX1, formerly TEL/AML1; MLL rearrangement; and ploidy changes of chromosomes) were also assessed.",FP,incorrectly recognized gene name or identifier,190,194,165,169
19841262,NFIB,MYB,Our findings also suggest that the gain-of-function activity resulting from the MYB-NFIB fusion is a candidate therapeutic target.,FP,incorrectly recognized gene name or identifier,84,88,80,83
9209438,GATA-binding protein,GATA-4,These results demonstrate the selective role of GATA-4 in the transcriptional regulation of the IL-5 gene in a circumstance where multiple members of the GATA-binding proteins are expressed,FP,incorrectly recognized gene name or identifier,154,174,48,54
1310062,ara,JUN,The binding of JUN/AP-1 was maximal at 1 hour of ara-C treatment and decreased to baseline levels at 12 hours.,FP,general or irrelevant information,49,52,15,18
1644290,Max,Myc,"In addition, we observed a striking reduction in Myc cotransformation activity when a Max expression construct was added to myc/ras co-transfections.",FP,general or irrelevant information,86,89,49,52
1776859,c-myc,c-myb,"The effects of E2 and 4-OH Tam on the expression of the not-amplified c-mil and c-myb oncogenes were stronger than those observed on c-myc expression; however, the E2 reversal effect was identical either after short or long-term antiestrogen treatment.",FP,general or irrelevant information,133,138,80,85
2122229,ara,jun,Regulation of jun-B gene expression by 1-beta-D-arabinofuranosyl-cytosine in human myeloid leukemia cells.,FP,general or irrelevant information,48,51,14,17
2122980,ara,c-jun,Transcriptional regulation of c-jun gene expression by arabinofuranosylcytosine in human myeloid leukemia cells.,FP,general or irrelevant information,55,58,30,35
2545635,L-myc,c-myc,"In contrast to expression of the closely related c-myc gene, N-myc and L-myc expression is very restricted in adult tissues.",FP,general or irrelevant information,71,76,49,54
2545635,N-myc,c-myc,"In contrast to expression of the closely related c-myc gene, N-myc and L-myc expression is very restricted in adult tissues.",FP,general or irrelevant information,61,66,49,54
2694722,c-myb,c-myc,"The other fourteen oncogene of c-myc was c-myb, c-abl and N-myc, showed no increases of gene content.",FP,general or irrelevant information,41,46,31,36
2819862,Sp1,LSF,"Thus, LSF is distinguishable from Sp1 in both its transcriptional and DNA-binding properties.",FP,general or irrelevant information,34,37,6,9
2905047,ear-3,ear-2,"Hybridization analysis of DNAs from sorted chromosomes shows that the ear-2 gene is located on chromosome 19 and ear-3 on chromosome 5, indicating that the two genes are clearly different from each other",FP,general or irrelevant information,113,118,70,75
2997622,c-myc,N-myc,"The N-myc gene, first detected by its homology to the second exon of the c-myc gene, is amplified and/or expressed in tumours or cell lines derived from neuroblastoma, retinoblastoma and SCLC.",FP,general or irrelevant information,73,78,4,9
3018359,c-fos,c-myb,"A correlation was evident between the potency of these compounds as inducers of differentiation demonstrated by nonspecific esterase activity, the degree of reduction in calmodulin concentration, the rate of the inhibition of DNA synthesis and of expression of c-myc and c-myb genes, and the induction of the expression of oncogenes c-fos and c-fms.",FP,general or irrelevant information,333,338,271,276
3779660,c-fos,c-myb,"In most cell types, c-myc and c-myb expression is controlled primarily by posttranscriptional mechanisms, whereas c-fos expression is regulated primarily at the transcriptional level.",FP,general or irrelevant information,114,119,30,35
7527137,PAX-3,PAX-7,"PAX-7 was found to be weakly expressed in normal human myoblasts, while PAX-3 could not be detected in these cells at all.",FP,general or irrelevant information,72,77,0,5
7561751,p53,E2F-1,Here we test in transfection assays whether EBNA-LP expression has any functional consequence for repression of E2F-1 activity by pRb or p107 or for activation of transcription by the p53 protein.,FP,general or irrelevant information,184,187,112,117
7789179,YY1,WT1,"The zinc-finger domains of the predicted protein also showed homology with those of human genes such as WT1, transcriptional repressor YY1, and MYC-associated zinc-finger protein (MAZ).",FP,general or irrelevant information,135,138,104,107
7789959,Myc,MXI1,"The MXI1 gene encodes a protein interacting with Max, a regulatory factor of the Myc oncogene, and is located on chromosome 10q25, a region showing frequent loss of heterozygosity in malignant gliomas.",FP,general or irrelevant information,81,84,4,8
7862668,SREBP-2,SREBP-1,These findings suggest that SREBP-1 is responsible for basal transcription of the low density lipoprotein receptor and 3-hydroxy-3-methylglutaryl CoA synthase genes in hamster liver and that SREBP-2 is responsible for the increased transcription that follows sterol depletion with a bile acid-binding resin and a cholesterol synthesis inhibitor.,FP,general or irrelevant information,191,198,28,35
7910152,p53,WT1,"Finally, WT1 expression data were evaluated in conjunction with immunohistochemical data on p53.",FP,general or irrelevant information,92,95,9,12
8009854,Sp1,CpF,"In contrast, binding sites for transcription factors located immediately upstream (CpE) and downstream (CpF) of the two Sp1-binding sites were shown to be important determinants of nucleocapsid promoter activity in the differentiated hepatoma cell lines, Huh7 and HepG2.",FP,general or irrelevant information,120,123,104,107
8049495,PGA1,lipo,The combined administration of cisplatin and lipo-methyl-delta 7-PGA1 prolonged the survival of nude mice bearing HRA cells compared with each single agent alone,FP,general or irrelevant information,65,69,45,49
8076941,GLI,CHOP,"The CHOP/GADD153 gene, consistently translocated in myxoid liposarcomas, is located less than 55 kb from the putative oncogene GLI.",FP,general or irrelevant information,127,130,4,8
8076941,GLI,GADD153,"The CHOP/GADD153 gene, consistently translocated in myxoid liposarcomas, is located less than 55 kb from the putative oncogene GLI.",FP,general or irrelevant information,127,130,9,16
8168107,c-fos,GADD153,"Unlike GADD45, the response of other DNA damage-inducible genes to IR is not dependent on p53 based on the observation that induction in a panel of cell lines did not correlate with a normal p53 status; this included human GADD153, another member of the gadd (growth arrest and DNA damage inducible) group; MyD118, a gene related to GADD45; and the protooncogenes c-jun and c-fos.",FP,general or irrelevant information,374,379,223,230
8196632,NF-kappa B,BCL3,BCL3 encodes a nuclear protein which can alter the subcellular location of NF-kappa B proteins.,FP,general or irrelevant information,75,85,0,4
8450888,CCG1,TFIID,The p250 subunit of native TATA box-binding factor TFIID is the cell-cycle regulatory protein CCG1.,FP,general or irrelevant information,94,98,51,56
8653712,ETV6,AML1,"Moreover, it was shown that the AML1-ETV6 reciprocal chimeric transcript was not present in the malignant cells, and hence may not play a major role in leukemogenesis.",FP,general or irrelevant information,37,41,32,36
8660103,ets-2,c-jun,"Constitutive expression of c-fos and c-jun, overexpression of ets-2, and reduced expression of metastasis suppressor gene nm23-H1 in rheumatoid arthritis.",FP,general or irrelevant information,62,67,37,42
8662591,APRF,STAT1,We further present evidence that STAT1 is activated independently from APRF suggesting that gp130 contains multiple independent STAT binding sites.,FP,general or irrelevant information,71,75,33,38
8723999,AP-1,Fra-2,The analysis and determination of the function of Fra-2 will provide further information on the role of AP-1,FP,general or irrelevant information,104,108,50,55
8752209,DPC4,MADR2,"The gene for MADR2 was found to reside on chromosome 18q21, near DPC4, another MADR protein implicated in pancreatic cancer.",FP,general or irrelevant information,65,69,13,18
8825632,freac-5,freac-3,"The freac genes have been localized to the following positions: freac-1, 16q24; freac-3, 6p25; freac-4, 5q12-q13; freac-5, 9 pericen; freac-6, 5q34, and freac-8, 1p32",FP,general or irrelevant information,114,121,80,87
9069290,c-jun,MEF2C,One consequence of MEF2C activation is increased c-jun gene transcription.,FP,general or irrelevant information,49,54,19,24
9070860,Id-1,helix-loop-helix protein,The helix-loop-helix protein Id-1 regulates growth and differentiation in many mammalian cells.,FP,general or irrelevant information,29,33,4,28
9118910,AML1,MLL,The MLL gene at 11q23 or the AML1 gene at 21q22 are almost uniformly rearranged.,FP,general or irrelevant information,29,33,4,7
9144414,Sp1,ZBP-89,"Immunocytochemical studies confirmed that ZBP-89 expression is elevated in neoplastic tissue and chronic gastritis, whereas Sp1 expression was nearly unchanged.",FP,general or irrelevant information,124,127,42,48
9212845,p53,MYCN,"Molecular analysis revealed, both MYCN gene amplification and a point mutation of the p53 tumor supressor gene.",FP,general or irrelevant information,86,89,34,38
9359509,AML1,TEL,These data show that TEL-AML1 expression is significantly associated with myeloid antigen expression by leukaemic cells and suggests that the prognostic significance of myeloid antigen expression in paediatric ALLs should be re-evaluated in the light of molecular cytogenetic markers.,FP,general or irrelevant information,25,29,21,24
9359534,AML1,TEL,TEL/AML1 transcript and p16 gene deletion in a patient with childhood acute lymphoblastic leukaemia.,FP,general or irrelevant information,4,8,0,3
9441739,DGS,GSCL,"Due to its location in the critical region on 22q11, GSCL is an excellent candidate gene for VCFS/DGS.",FP,general or irrelevant information,98,101,53,57
9441739,VCFS,GSCL,"Due to its location in the critical region on 22q11, GSCL is an excellent candidate gene for VCFS/DGS.",FP,general or irrelevant information,93,97,53,57
9479491,FKHR,PAX7,"Alveolar rhabdomyosarcomas are associated with unique chromosomal translocations t(2;13) and t(1;13), which arise from fusion of the genes for the paired box proteins PAX3 and PAX7, respectively, to the FKHR (forkhead in rhabdomyosarcoma) gene on chromosome 13q14.",FP,general or irrelevant information,203,207,176,180
9516963,FKHR,Pax3,"The objective of the study was to elucidate how DNA-damaging agents with different mechanisms of action were sensitized in the context of expression of the Pax3/FKHR fusion protein, a transformation event unique to alveolar rhabdomyosarcomas (ARMSs), and wild-type p53 (wtp53).",FP,general or irrelevant information,161,165,156,160
9528783,Sp1,C/EBPdelta,Interleukin-6-specific activation of the C/EBPdelta gene in hepatocytes is mediated by Stat3 and Sp1.,FP,general or irrelevant information,97,100,41,51
9528783,Stat3,C/EBPdelta,Interleukin-6-specific activation of the C/EBPdelta gene in hepatocytes is mediated by Stat3 and Sp1.,FP,general or irrelevant information,87,92,41,51
9541211,transcription factor Sox9,Sry,"Finally, the Sry-related transcription factor Sox9 is expressed in epithelial components and to a lesser degree in condensed mesenchyme of the developing teeth.",FP,general or irrelevant information,25,50,13,16
9543674,FKHR,PAX3,"Molecular analysis with RT-PCR amplification of RNA isolated from the tumour demonstrated the presence of a PAX3/FKHR fusion transcript, product of a t(2;13) reciprocal translocation, a genetic marker specific for alveolar rhabdomyosarcoma.",FP,general or irrelevant information,113,117,108,112
9558404,GATA-2,GATA-1,"Our results provide the first evidence for a GATA-1 target gene in eosinophils, a negative regulatory role for GATA-2 in MBP expression, and possibly eosinophil gene transcription in general during myelopoiesis",FP,general or irrelevant information,111,117,45,51
9655393,PPARalpha,PPARgamma,"Whereas PPARgamma promotes lipid storage by regulating adipocyte differentiation, PPARalpha stimulates the beta-oxidative degradation of fatty acids.",FP,general or irrelevant information,82,91,8,17
9658402,AP-1,Fra-1,High Fra-1 concentration is crucial for the negative regulation of AP-1 activity by estradiol and thus may take part in estradiol-induced inhibition of cell proliferation in ER alpha- breast cancer cells transfected with ER alpha expression construct,FP,general or irrelevant information,67,71,5,10
9671410,TEL,AML1,AML1 was found to be expressed but no normal TEL proteins were detected.,FP,general or irrelevant information,45,48,0,4
9685731,Sp1,GBF,We also show that GBF belongs to a subgroup of KrAzppel-type zinc fingers distinct from Sp1.,FP,general or irrelevant information,88,91,18,21
9761780,I-kappaBalpha,PGA1,"Because the stress response can also be induced by nonthermal stimuli, we determined whether induction of the stress response with prostaglandin A1 (PGA1) would induce I-kappaBalpha gene expression.",FP,general or irrelevant information,168,181,149,153
9806359,Stat5,p53,"p53 repressed the prolactin induction of the Stat5 mediated transcription of the beta-casein promoter-luciferase reporter gene, but did not affect IFN-gamma induced, Stat1 dependent transcription of the IRF-1 promoter.",FP,general or irrelevant information,45,50,0,3
9806359,Stat5,p53,"The repressive function of p53 on Stat5 activity is independent of the amino-terminal transactivation domain, but requires a functional DNA binding domain and the carboxyl-terminal domain.",FP,general or irrelevant information,34,39,27,30
9864390,p53,E2F-1,"The E2F-1 protein is able to induce generalized apoptosis in gliomas independently of the p53, p16 or Rb status.",FP,general or irrelevant information,90,93,4,9
9892110,SMAD4,SMAD2,These results suggest that functional abrogation of SMAD2 or SMAD3 and increased expression of SMAD6 or SMAD7 are infrequent in pancreatic carcinomas and further stress the particular importance of SMAD4 inactivation in pancreatic carcinogenesis,FP,general or irrelevant information,198,203,52,57
9892110,SMAD7,SMAD2,These results suggest that functional abrogation of SMAD2 or SMAD3 and increased expression of SMAD6 or SMAD7 are infrequent in pancreatic carcinomas and further stress the particular importance of SMAD4 inactivation in pancreatic carcinogenesis,FP,general or irrelevant information,104,109,52,57
9989412,TFIID,Sp1,"Transcriptional activation by enhancer-binding factors such as Sp1 requires TFIID, but the identity of other necessary cofactors has remained unknown.",FP,general or irrelevant information,76,81,63,66
10064599,c-Jun,CREB,"Similar to CREB-mediated transcription, activation of c-Jun-mediated transcription by calcium signals requires calcium/ calmodulin-dependent protein kinases and is dependent on CBP function.",FP,general or irrelevant information,54,59,11,15
10207054,ATF2,c-Jun,"Similarly, overexpression of c-Jun in 293T human embryo kidney cells increased ATF2 ubiquitination in vivo and reduced its half-life in a dose-dependent manner.",FP,general or irrelevant information,79,83,29,34
10329733,Brn-3a,p53,"In contrast, p53 mutants, which are incapable of binding to DNA, do not affect Brn-3a-mediated activation of the Bcl-2 p1 and p2 promoters.",FP,general or irrelevant information,79,85,13,16
10330159,VDR,Jun,"This DNA element is a composite site that is recognized by both Fos-Jun and NFAT1; it is directly bound by VDR in the absence of a retinoid X receptor as an apparent monomer, and it is bound in a unique tertiary conformation.",FP,general or irrelevant information,107,110,68,71
10356357,STAT3,STAT5,"Consequently, a carboxyl-terminal truncated STAT5 is capable of blocking STAT3-mediated transcription of an IREtkCAT reporter construct.",FP,general or irrelevant information,73,78,44,49
10438731,GATA-2,GATA-1,"In our previous study, we demonstrated a major positive regulatory role for GATA-1 and a negative regulatory role for GATA-2 in MBP gene transcription.",FP,general or irrelevant information,118,124,76,82
10517669,ERalpha,AP-1,"Estrogen responses at AP-1 sites require the integrity of the ERalpha AF-1 and AF-2 activation surfaces and the complementary surfaces on the p160 coactivator GRIP1 (glucocorticoid receptor interacting protein 1), the NID/AF-1 region, and NR boxes.",FP,general or irrelevant information,62,69,22,26
10619603,E2F-1,p53,It was found that p53 specifically inhibited activated transcription by E2F-5 but not by E2F-1.,FP,general or irrelevant information,89,94,18,21
10619603,E2F-5,p53,It was found that p53 specifically inhibited activated transcription by E2F-5 but not by E2F-1.,FP,general or irrelevant information,72,77,18,21
10619603,E2F-4,p53,The results indicate that p53 differentially regulates the activities of two subclasses (E2F-1/-2/-3 vs. E2F-4/-5) of E2F transcription factors.,FP,general or irrelevant information,105,110,26,29
10652338,COUP-TFI,GRIP1,"Finally, overexpression of GRIP1 or SRC-1 does not convert COUP-TFI from a transcriptional repressor into a transcriptional activator in HeLa cells",FP,general or irrelevant information,59,67,27,32
10652338,COUP-TFI,SRC-1,"Finally, overexpression of GRIP1 or SRC-1 does not convert COUP-TFI from a transcriptional repressor into a transcriptional activator in HeLa cells",FP,general or irrelevant information,59,67,36,41
10666368,FKHR,myogenin,One of two embryonal rhabdomyosarcomas that strongly stained for myogenin was retrospectively found to be positive for Pax3/FKHR transcripts.,FP,general or irrelevant information,124,128,65,73
10666368,FKHR,Pax3,One of two embryonal rhabdomyosarcomas that strongly stained for myogenin was retrospectively found to be positive for Pax3/FKHR transcripts.,FP,general or irrelevant information,124,128,119,123
10666368,Pax3,myogenin,One of two embryonal rhabdomyosarcomas that strongly stained for myogenin was retrospectively found to be positive for Pax3/FKHR transcripts.,FP,general or irrelevant information,119,123,65,73
10672061,PgR,p53,Immunohistochemical analysis of pleomorphic lobular carcinoma: higher expression of p53 and chromogranin and lower expression of ER and PgR.,FP,general or irrelevant information,136,139,84,87
10760820,p53,CHOP,"Immunoblotting techniques were used on microdissected fresh frozen tumor specimens, and expression of C/EBPalpha, C/EBPbeta and C/EBPzeta (CHOP) was analyzed in addition to that of the cell-cycle regulator p53 and the proliferation marker PCNA.",FP,general or irrelevant information,206,209,139,143
10769646,p53,ara,"The cell treatment with 0.1, 1 and 10 microM ara-C for 48 hours showed increased p53 protein expression in most of these lines.",FP,general or irrelevant information,81,84,45,48
10868948,MODY,HNF3B,The results of our study suggest that mutations in HNF3B are not a common cause of MODY in Japanese subjects,FP,general or irrelevant information,83,87,51,56
