Class_ID1,Entrez_Gene_ID1,Species1,TF_GO_codes_molecular_function1,TF_GO_codes_biological_process1,Class_ID2,Entrez_Gene_ID2,Species2,TF_GO_codes_molecular_function2,TF_GO_codes_biological_process2,PMID,Gene_mention1,Gene_mention2,Sentence,prediction,pair_id,num_entities,num_unique_entities,all_mentions,unique_mentions,feedback_PD
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,3.5.2.1.2,2114,9606,,GO:0045893,12554679,p53,ETS2,"Therefore, we conclude that overexpression of human chromosome 21-encoded ETS2 induces apoptosis that is dependent on p53.",0.17,PMID.dPMID12554679.s1.p0,2,2,ETS2|p53,ETS2|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,3.3.1.3.1,2296,9606,GO:0003704|GO:0016563|GO:0016566,GO:0006355|GO:0010552|GO:0010553|GO:0045893|GO:0045944|GO:0051090,10769646,p53,ara,"The cell treatment with 0.1, 1 and 10 microM ara-C for 48 hours showed increased p53 protein expression in most of these lines.",1.99,PMID.dPMID10769646.s7.p0,2,2,ara|p53,ara|p53,x
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,3.3.1.3.1,2296,9606,GO:0003704|GO:0016563|GO:0016566,GO:0006355|GO:0010552|GO:0010553|GO:0045893|GO:0045944|GO:0051090,9365241,p53 tumor suppressor,ara,The expression of c-Abl (K-R) blocked ara-C-induced apoptosis by a mechanism that is at least in part independent of the p53 tumor suppressor.,0.24,PMID.dPMID9365241.s2.p2,3,3,c-Abl|ara|p53 tumor suppressor,ara|c-Abl|p53 tumor suppressor,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,3.3.1.13.1,2305,9606,GO:0003702|GO:0003704|GO:0016563|GO:0016566,GO:0010552|GO:0010553|GO:0051090,19235838,p53,FoxM1,"Taken together, the FoxM1 gene is aberrantly activated in gastric cancer and its inhibition triggers p53- and p16-independent senescence of cancer cells by regulating the expression of p27(kip1) and other targets.",0.24,PMID.dPMID19235838.s1.p0,3,3,FoxM1|p53|p16,FoxM1|p16|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.1.1.2.1,2353,9606,GO:0003704,GO:0006357|GO:0045941|GO:0051090,8817002,p53,c-fos,"In this study we determined whether the repression of c-fos at M1 was downstream of the p53 or pRB-like ""arms"" of the M1 mechanism.",0.55,PMID.dPMID8817002.s8.p0,2,2,c-fos|p53,c-fos|p53,<--
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.1.1.2.1,2353,9606,GO:0003704,GO:0006357|GO:0045941|GO:0051090,7576299,p53,Fos,Fos was expressed in 21 of 25 (84%) and four negative cases were all p53-positive; this negative correlation between p53 and Fos staining was statistically significant (P < 0.01).,0.53,PMID.dPMID7576299.s3.p0,4,2,Fos|p53|p53|Fos,Fos|p53,<--
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.1.1.2.1,2353,9606,GO:0003704,GO:0006357|GO:0045941|GO:0051090,8524298,p53,c-Fos,The data suggest that c-Fos protein plays a causal role in the activation of apoptosis in a p53-dependent manner.,0.45,PMID.dPMID8524298.s1.p0,2,2,c-Fos|p53,c-Fos|p53,<--
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.1.1.2.1,2353,9606,GO:0003704,GO:0006357|GO:0045941|GO:0051090,10082525,p53,c-fos,Identification of c-fos as a specific target for transcriptional activation by p53 establishes a direct link between these two pivotal regulatory proteins and raises the possibility that c-fos contributes to some of the biological effects of p53,0.26,PMID.dPMID10082525.s0.p0,4,2,c-fos|p53|c-fos|p53,c-fos|p53,<--
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.1.1.2.1,2353,9606,GO:0003704,GO:0006357|GO:0045941|GO:0051090,7576299,p53,Fos,These data suggest the possibility of down regulation of Fos expression by high levels of p53 protein.,0.24,PMID.dPMID7576299.s1.p0,2,2,Fos|p53,Fos|p53,<--
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.1.1.2.1,2353,9606,GO:0003704,GO:0006357|GO:0045941|GO:0051090,9108200,p53,c-fos,"In other tissues, e.g. muscle and bone, c-fos was found together with p53, suggesting an antagonistic action of these proliferative and antiproliferative factors.",0.15,PMID.dPMID9108200.s2.p0,2,2,c-fos|p53,c-fos|p53,<--
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.1.1.2.1,2353,9606,GO:0003704,GO:0006357|GO:0045941|GO:0051090,1652755,p53,c-fos,"The human p53 mutant derived from pC53-SCX3 was also less active than the wt protein in repressing the IL-6, c-fos, beta-actin, and MHC promoters, except that serum-induced IL-6/CAT expression was equally repressed by both human wt and mutant p53.",0.00,PMID.dPMID1652755.s2.p7,5,4,p53|c-fos|beta-actin|CAT|p53,beta-actin|CAT|c-fos|p53,<--
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,2.3.2.3.1,2735,9606,GO:0016563,GO:0043193|GO:0045944,19214186,p53,GLI1,"Mechanistically, p53 inhibits the activity, nuclear localisation and levels of GLI1 and in turn, GLI1 represses p53, establishing an inhibitory loop.",1.35,PMID.dPMID19214186.s2.p5,4,2,p53|GLI1|GLI1|p53,GLI1|p53,c
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,2.3.2.3.1,2735,9606,GO:0016563,GO:0043193|GO:0045944,20581802,p53,GLI1,"However, GLI1 also requires NANOG activity forming a positive loop, which is negatively controlled by p53 and vice versa.",0.92,PMID.dPMID20581802.s3.p0,2,2,GLI1|p53,GLI1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,15780936,p53,HIF-1alpha,HIF-1alpha displaces the transcriptional activator Myc from Sp1 binding to repress MutSalpha expression in a p53-dependent manner; Sp1 serves as a molecular switch by recruiting HIF-1alpha to the gene promoter under hypoxia.,1.35,PMID.dPMID15780936.s2.p3,6,4,HIF-1alpha|Myc|Sp1|p53|Sp1|HIF-1alpha,HIF-1alpha|Myc|p53|Sp1,p
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,16736613,p53,HIF-1alpha,"RESULTS: With the scar maturation, the expression of HIF-1alpha gradually decreased while the expression of p53 gradually increased within one year.",0.57,PMID.dPMID16736613.s3.p2,3,3,scar|HIF-1alpha|p53,HIF-1alpha|p53|scar,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,10469629,p53,HIF-1,"Since non-functional p53 was expressed in both HOS and SA-8 cells, acute Ni treatment induced HIF-1alpha protein and HIF-1-dependent transcription without affecting p53.",0.56,PMID.dPMID10469629.s4.p5,4,2,p53|HIF-1alpha|HIF-1|p53,HIF-1|HIF-1alpha|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,20706634,p53,HIF-1alpha,"CONCLUSION AND SIGNIFICANCE: In summary, we identified HIF-1alpha as a potent regulator of p53 and NF-kappaB activity under conditions of genotoxic stress.",0.52,PMID.dPMID20706634.s1.p0,2,2,HIF-1alpha|p53,HIF-1alpha|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,16951228,p53,HIF-1alpha,"When stratified for HIF-1alpha and p53 positivity, the patients who were p53-negative and HIF-1alpha-negative had the most favorable prognosis, whereas patients who were p53-positive and HIF-1alpha-positive had the worst prognosis (P=0.0018).",0.39,PMID.dPMID16951228.s2.p1,6,2,HIF-1alpha|p53|p53|HIF-1alpha|p53|HIF-1alpha,HIF-1alpha|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,20479887,p53,HIF-1alpha,"In this study we demonstrate that the inhibitory effect of mitomycin C on HIF-1alpha protein expression is not dependent on p53 and protein degradation, but also involves HIF-1alpha translational regulation.",0.34,PMID.dPMID20479887.s5.p0,3,2,HIF-1alpha|p53|HIF-1alpha,HIF-1alpha|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,12060345,p53,HIF-1alpha,No correlation was found between the presence of HIF-1alpha protein and immunohistochemical expression of p53 protein.,0.29,PMID.dPMID12060345.s1.p0,2,2,HIF-1alpha|p53,HIF-1alpha|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,16294025,p53,Hif-1alpha,Forced expression of Hif-1alpha is also surprisingly a potent inducer of apoptosis in wild-type p53 expressing H460 cells and further promotes TRAIL-induced apoptosis.,0.28,PMID.dPMID16294025.s4.p0,3,3,Hif-1alpha|p53|TRAIL,Hif-1alpha|p53|TRAIL,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,14992692,p53,HIF-1alpha,"Destruction of HIF-1alpha by p53 was corroborated in the present study by using pVHL-deficient RCC4 (renal carcinoma) cells, supporting the notion of a pVHL-independent degradation process.",0.20,PMID.dPMID14992692.s5.p0,4,3,HIF-1alpha|p53|pVHL|pVHL,HIF-1alpha|p53|pVHL,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,11059752,p53,HIF-1,"Therefore, high inducibility of HIF-1-dependent genes, loss of p53 functions with high ratio of HIF-1-dependent:p53-dependent transcription, and loss of sensitivity to p21 inhibition is a part of hypoxic phenotype associated with aggressive cancer behavior",0.12,PMID.dPMID11059752.s0.p0,5,3,HIF-1|p53|HIF-1|p53|p21,HIF-1|p21|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,16951228,p53,HIF-1alpha,"When stratified for HIF-1alpha and p53 positivity, the patients who were p53-negative and HIF-1alpha-negative had the most favorable prognosis, whereas patients who were p53-positive and HIF-1alpha-positive had the worst prognosis (P=0.0018).",0.09,PMID.dPMID16951228.s2.p6,6,2,HIF-1alpha|p53|p53|HIF-1alpha|p53|HIF-1alpha,HIF-1alpha|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,15592500,p53,HIF-1,"Further, we provide genetic evidence that induction of Ero1-L alpha by hypoxia and hypoglycemia is mediated by the transcription factor hypoxia-inducible factor 1 (HIF-1) but is independent of p53.",0.09,PMID.dPMID15592500.s3.p0,2,2,HIF-1|p53,HIF-1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,10469629,p53,HIF-1alpha,"Since non-functional p53 was expressed in both HOS and SA-8 cells, acute Ni treatment induced HIF-1alpha protein and HIF-1-dependent transcription without affecting p53.",0.08,PMID.dPMID10469629.s4.p4,4,2,p53|HIF-1alpha|HIF-1|p53,HIF-1|HIF-1alpha|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,18069627,p53,HIF-1alpha,"Additionally, apigenin inhibited the expression of HIF-1alpha and p-AKT, induced the expression of p53, but had no effect on the expression of p-ERK1/2.",0.06,PMID.dPMID18069627.s1.p0,2,2,HIF-1alpha|p53,HIF-1alpha|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,18574470,p53,HIF-1alpha,PCAF is an HIF-1alpha cofactor that regulates p53 transcriptional activity in hypoxia.,0.05,PMID.dPMID18574470.s8.p2,3,3,PCAF|HIF-1alpha|p53,HIF-1alpha|p53|PCAF,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,1.2.5.1.5,3091,9606,,GO:0006355|GO:0043193|GO:0043619|GO:0045449|GO:0045941|GO:0045944,12213583,p53,HIF-1alpha,"More severe or prolonged hypoxia rather induces apoptosis that is, at least in part, initiated by the direct association of HIF-1alpha and p53 and p53-induced gene expression.",0.01,PMID.dPMID12213583.s2.p1,3,2,HIF-1alpha|p53|p53,HIF-1alpha|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,4.1.2.0.10,3146,9606,,GO:0000122|GO:0006357|GO:0017055|GO:0045944,12799451,p53,HMGB-1,The acidic C-terminal domain and A-box of HMGB-1 regulates p53-mediated transcription.,2.95,PMID.dPMID12799451.s8.p0,2,2,HMGB-1|p53,HMGB-1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,4.1.2.0.10,3146,9606,,GO:0000122|GO:0006357|GO:0017055|GO:0045944,12799451,p53,High Mobility Group protein B-1,"The architectural DNA- binding protein, High Mobility Group protein B-1 is a unique activator of p53.",1.26,PMID.dPMID12799451.s6.p0,2,2,High Mobility Group protein B-1|p53,High Mobility Group protein B-1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,4.1.2.0.10,3146,9606,,GO:0000122|GO:0006357|GO:0017055|GO:0045944,9472015,p53,HMG-1,"Unexpectedly, HMG-1 also stimulates DNA binding by p53Delta30, a carboxy-terminally deleted form of the protein that is considered to be constitutively active, suggesting that HMG-1 stimulates p53 by a mechanism that is distinct from other known activators of p53.",0.79,PMID.dPMID9472015.s2.p5,5,2,HMG-1|p53|HMG-1|p53|p53,HMG-1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,4.1.2.0.10,3146,9606,,GO:0000122|GO:0006357|GO:0017055|GO:0045944,9472015,p53,HMG-1,"HMG-1 promotes the assembly of higher order p53 nucleoprotein structures, and these data, along with the fact that HMG-1 is capable of bending DNA, suggest that HMG-1 may activate p53 DNA binding by a novel mechanism involving a structural change in the target DNA",0.49,PMID.dPMID9472015.s0.p9,5,2,HMG-1|p53|HMG-1|HMG-1|p53,HMG-1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,4.1.2.0.10,3146,9606,,GO:0000122|GO:0006357|GO:0017055|GO:0045944,9472015,p53,HMG-1,High mobility group protein-1 (HMG-1) is a unique activator of p53.,0.46,PMID.dPMID9472015.s8.p0,2,2,HMG-1|p53,HMG-1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,4.1.2.0.10,3146,9606,,GO:0000122|GO:0006357|GO:0017055|GO:0045944,12799451,p53,HMGB-1,"In conclusion, these results elucidate the role of acidic C-terminal domain and A-box of HMGB-1 in p53-mediated transcriptional activation and its further downstream effect.",0.42,PMID.dPMID12799451.s0.p0,2,2,HMGB-1|p53,HMGB-1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,4.1.2.0.10,3146,9606,,GO:0000122|GO:0006357|GO:0017055|GO:0045944,11106654,p53,HMG1,Interaction between HMG1 and p53 required the HMG A box of HMG1 and amino acids 363-376 of p53.,0.36,PMID.dPMID11106654.s4.p3,4,2,HMG1|p53|HMG1|p53,HMG1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,4.1.2.0.10,3146,9606,,GO:0000122|GO:0006357|GO:0017055|GO:0045944,12215537,p53,HMGB1,"Moreover, HMGB1 augmented binding to the linear DNA but not to the microcircle, suggesting that HMGB1 works by providing prebent DNA to p53.",0.36,PMID.dPMID12215537.s5.p2,3,2,HMGB1|HMGB1|p53,HMGB1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,4.1.2.0.10,3146,9606,,GO:0000122|GO:0006357|GO:0017055|GO:0045944,9472015,p53,HMG-1,"Unexpectedly, HMG-1 also stimulates DNA binding by p53Delta30, a carboxy-terminally deleted form of the protein that is considered to be constitutively active, suggesting that HMG-1 stimulates p53 by a mechanism that is distinct from other known activators of p53.",0.35,PMID.dPMID9472015.s2.p8,5,2,HMG-1|p53|HMG-1|p53|p53,HMG-1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,4.1.2.0.10,3146,9606,,GO:0000122|GO:0006357|GO:0017055|GO:0045944,9472015,p53,HMG-1,"HMG-1 promotes the assembly of higher order p53 nucleoprotein structures, and these data, along with the fact that HMG-1 is capable of bending DNA, suggest that HMG-1 may activate p53 DNA binding by a novel mechanism involving a structural change in the target DNA",0.13,PMID.dPMID9472015.s0.p8,5,2,HMG-1|p53|HMG-1|HMG-1|p53,HMG-1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,4.1.2.0.10,3146,9606,,GO:0000122|GO:0006357|GO:0017055|GO:0045944,12799451,p53,HMGB-1,Here we report that both the C-terminal domain and A-box of HMGB-1 are critical for stimulation of p53-mediated DNA binding to its cognate site.,0.07,PMID.dPMID12799451.s4.p0,2,2,HMGB-1|p53,HMGB-1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,8.2.1.0.1,3159,9606,,GO:0006345|GO:0045941,16540646,p53,HMGA1,"Moreover, inhibition of HMGA1 expression in thyroid cancer cells resulted in increased p53 oligomerization in response to the DNA-damaging agent doxorubicin.",0.79,PMID.dPMID16540646.s2.p0,2,2,HMGA1|p53,HMGA1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,8.2.1.0.1,3159,9606,,GO:0006345|GO:0045941,17290307,p53,HMGA1,"HIPK2 depletion by RNA interference suppressed the antiapoptotic effect of HMGA1, which indicates that HIPK2 is the target required for HMGA1 to repress the apoptotic activity of p53.",0.65,PMID.dPMID17290307.s2.p9,5,3,HIPK2|HMGA1|HIPK2|HMGA1|p53,HIPK2|HMGA1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,8.2.1.0.1,3159,9606,,GO:0006345|GO:0045941,16341121,p53,HMGA1,"We found that HMGA1 binds p53 in vitro and in vivo, and both proteins are present in the same complexes bound to the Bax gene promoter.",0.57,PMID.dPMID16341121.s4.p0,3,3,HMGA1|p53|Bax,Bax|HMGA1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,8.2.1.0.1,3159,9606,,GO:0006345|GO:0045941,20530667,p53,HMGA1,"Here, we report that HMGA1 antagonizes the p53-mediated transcriptional repression of another apoptosis-related gene, Bcl-2, suggesting a novel mechanism by which HMGA1 counteracts apoptosis.",0.57,PMID.dPMID20530667.s3.p0,4,3,HMGA1|p53|Bcl-2|HMGA1,Bcl-2|HMGA1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,8.2.1.0.1,3159,9606,,GO:0006345|GO:0045941,20530667,p53,HMGA1,"By this mechanism, HMGA1 modulates the transcription of p53 target genes such as Mdm2, p21(waf1), and Bax, inhibiting apoptosis.",0.56,PMID.dPMID20530667.s4.p0,4,4,HMGA1|p53|Mdm2|Bax,Bax|HMGA1|Mdm2|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,8.2.1.0.1,3159,9606,,GO:0006345|GO:0045941,16540646,p53,HMGA1,"These results indicate a new function of HMGA1 in the regulation of p53 family members, thus providing new mechanistic insights in tumor progression",0.55,PMID.dPMID16540646.s0.p0,2,2,HMGA1|p53,HMGA1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,8.2.1.0.1,3159,9606,,GO:0006345|GO:0045941,16540646,p53,HMGA1,"We now show that in thyroid cancer cells, HMGA1 down-regulation by small interfering RNA and antisense techniques results in enhanced transcriptional activity of p53, TAp63alpha, TAp73alpha, and, consequently, increased apoptosis.",0.38,PMID.dPMID16540646.s4.p0,2,2,HMGA1|p53,HMGA1|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,8.2.1.0.1,3159,9606,,GO:0006345|GO:0045941,16341121,p53,HMGA1,HMGA1 interferes with the p53-mediated transcription of p53 effectors Bax and p21(waf1) while cooperates with p53 in the transcriptional activation of the p53 inhibitor mdm2.,0.18,PMID.dPMID16341121.s3.p15,8,5,HMGA1|p53|p53|Bax|waf1|p53|p53|mdm2,Bax|HMGA1|mdm2|p53|waf1,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,2.1.4.0.1,3164,9606,,GO:0034339,9659517,p53,N10,"Consequently, immunocytochemistry, Western blotting and flow cytometry revealed that N10 expressed a higher level of mutant p53 protein than did parental KB, suggesting the involvement of mutant p53 protein in radioresistance of N10",0.71,PMID.dPMID9659517.s0.p0,4,2,N10|p53|p53|N10,N10|p53,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,2.1.4.0.1,3164,9606,,GO:0034339,17139261,p53,TR3,"Here, we present the first evidence that inhibition of TR3 on MDM2 is mediated by p53.",0.60,PMID.dPMID17139261.s5.p1,3,3,TR3|MDM2|p53,MDM2|p53|TR3,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,2.1.4.0.1,3164,9606,,GO:0034339,17139261,p53,TR3,"TR3 downregulates p53 transcriptional activity by blocking its acetylation, leading to a decrease on the transcription level of MDM2.",0.39,PMID.dPMID17139261.s3.p0,3,3,TR3|p53|MDM2,MDM2|p53|TR3,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,2.1.3.2.1,3172,9606,,GO:0010551|GO:0010552|GO:0034339|GO:0043193|GO:0045944,17929268,p53,TCF,Down-regulation of TCF-signalling by p53wt and p53(273His) was accompanied by a reduction in beta-catenin protein level.,0.11,PMID.dPMID17929268.s4.p0,3,2,TCF|p53|p53,p53|TCF,
6.3.1.0.1,7157,9606,GO:0016563|GO:0016564|GO:0016566,GO:0000122|GO:0006355|GO:0010552|GO:0010553|GO:0045941|GO:0045944,3.1.1.5.1,3202,9606,,GO:0045944,17167183,p53,HOXA5,Recent evidence has indicated that HOXA5 regulates both p53 and progesterone receptor expression levels in breast cancer cells.,1.70,PMID.dPMID17167183.s8.p0,2,2,HOXA5|p53,HOXA5|p53,
