pmid,gene1,gene2,sentence,class,details
11497266,beta2,RAR,Hypermethylation of the retinoic acid receptor (RAR) beta2 has been detected in breast cancer cell lines and is known to repress the level of RAR beta2 transcription.,FP,incorrectly recognized gene name or identifier
11801462,AML1,TEL,TEL-AML1 expression was normalized relative to the levels of AML1 transcripts.,FP,incorrectly recognized gene name or identifier
12472578,CEBPA,AML1,"In one of them, the fusion gene AML1/ETO, reported to cause transcription repression of CEBPA, was also present, suggesting that more than one mechanism might collaborate to suppress CEBPA gene expression.",FP,incorrectly recognized gene name or identifier
12789260,E2F1,Hos,"Namely, in Hos p73 transcription is activated by E2F1-Rb2/p130-p300 complexes, while in HosDXR150 it is kept repressed by E2F4-Rb2/p130-HDAC1 complexes.",FP,incorrectly recognized gene name or identifier
12789260,E2F4,Hos,"Namely, in Hos p73 transcription is activated by E2F1-Rb2/p130-p300 complexes, while in HosDXR150 it is kept repressed by E2F4-Rb2/p130-HDAC1 complexes.",FP,incorrectly recognized gene name or identifier
16247445,C/EBPalpha,AML1,"Although AML1-ETO downregulates the expression of C/EBPalpha, changes in C/EBPalpha expression do not correlate with changes in the expression of ELA2.",FP,incorrectly recognized gene name or identifier
17210670,WT1,CTCF,A CTCF-binding silencer regulates the imprinted genes AWT1 and WT1-AS and exhibits sequential epigenetic defects during Wilms' tumourigenesis.,FP,incorrectly recognized gene name or identifier
17236203,basic helix-loop-helix transcription factor,Twist,"Despite evidence that Twist, a highly conserved basic helix-loop-helix transcription factor, is a novel oncogene, there are no reports describing Twist expression in pancreatic cancer.",FP,incorrectly recognized gene name or identifier
17523278,p53,GSC,Only two carcinomas (1 IPGC and 1 GSC) harboring a p53 mutation did not show any p53 expression.,FP,incorrectly recognized gene name or identifier
17588807,PPAR,PPARdelta,"PPARdelta differs from the other two PPAR isotypes (alpha and gamma) by its more wide-spread tissue-specific expression pattern, its involvement in developmental processes and its profound impact on muscle and heart fat metabolism.",FP,incorrectly recognized gene name or identifier
17665979,PPAR,PPAR-gamma,"PPAR-gamma, one of the three PPAR subtypes, is expressed in many malignant and non-malignant cells and tissues.",FP,incorrectly recognized gene name or identifier
18220473,p53,NH32,"We also examined the role of p53 (TP53) in these processes by using cells of three human lymphoblastoid cell lines from the same donor but with differing p53 status (TK6 is p53 wild-type, NH32 is p53 null, and WTK1 is p53 mutant).",FP,incorrectly recognized gene name or identifier
18644986,p73,ATF3,"In contrast, paclitaxel-induced ATF3 expression did not change in TAp73beta-overexpressed or TAp73beta siRNA-cotransfected cells.",FP,incorrectly recognized gene name or identifier
19538467,Smad3,PPARdelta,"The effect of PPARdelta on the expression of type III collagen was dually regulated by the direct binding of PPARdelta and Smad3 to a direct repeat-1 site and a Smad-binding element, respectively, of the type III gene promoter.",FP,incorrectly recognized gene name or identifier
19783986,ID4,E2F1,The protein complex mutant p53-E2F1 assembles on specific regions of the ID4 promoter and positively controls ID4 expression.,FP,incorrectly recognized gene name or identifier
19783986,ID4,p53,The protein complex mutant p53-E2F1 assembles on specific regions of the ID4 promoter and positively controls ID4 expression.,FP,incorrectly recognized gene name or identifier
19841262,MYB,NFIB,Our data indicate that the MYB-NFIB fusion is a hallmark of ACC and that deregulation of the expression of MYB and its target genes is a key oncogenic event in the pathogenesis of ACC.,FP,incorrectly recognized gene name or identifier
19890372,RUNX1,ETV6,Manipulation of ETV6/RUNX1 expression and chromatin immunoprecipitation studies showed that the high expression of the miRNA cluster is an event independent of the ETV6/RUNX1 fusion protein.,FP,incorrectly recognized gene name or identifier
1323849,Max,c-Myc,"The recent discovery of Max, a basic helix-loop-helix leucine-zipper partner protein for c-Myc, suggests that the ability of c-Myc to regulate transcription is modulated by the presence of Max.",FP,general or irrelevant information
2039993,c-fos,N-myc,"We examined the genomic amplification of N-myc in 26 specimens of neuroblastomas and further analyzed 22 of the 26 cases for expression of N-myc, c-src, c-Ha-ras, and c-fos.",FP,general or irrelevant information
2187191,ETS1,ETS2,Reciprocal expression of human ETS1 and ETS2 genes during T-cell activation: regulatory role for the protooncogene ETS1.,FP,general or irrelevant information
2682663,B-cell leukemia/lymphoma 3,MYC,Cloning and sequence analysis of the rearranged MYC gene revealed that MYC was truncated at the Pvu II site at the end of the first exon of MYC and had joined into the regulatory elements of a gene that we called BCL3 (B-cell leukemia/lymphoma 3).,FP,general or irrelevant information
2682663,BCL3,MYC,Cloning and sequence analysis of the rearranged MYC gene revealed that MYC was truncated at the Pvu II site at the end of the first exon of MYC and had joined into the regulatory elements of a gene that we called BCL3 (B-cell leukemia/lymphoma 3).,FP,general or irrelevant information
7607539,HMG-2,HMG-1,Phylogenetic analysis indicated that the common ancestor of trout HMG-1/2 genes very likely diverged from the ancestor of the mammalian (or avian) HMG-1/2 genes before its separation into two distinct mammalian or (avian) HMG-1 and HMG-2 genes.,FP,general or irrelevant information
7622574,Id,Id2,"The Id2 gene is one of several ""Id-like"" genes which encode helix-loop-helix proteins which dimerize with basic helix-loop-helix proteins and inhibit binding to the DNA enhancer element known as an E box.",FP,general or irrelevant information
7862145,FKHR,PAX3,"The PAX3-FKHR protein was localized to the nucleus in Rh30 cells, as was wild-type PAX3, in t(2;13)-negative A673 cells.",FP,general or irrelevant information
7937841,p53,B-myb,In this study we show that B-myb expression is required for cells to progress from G1 into S phase and that high levels of ectopic B-myb expression uncoupled from cell cycle regulation rescues cells from p53-induced G1 arrest even in the presence of Waf1/Cip1 transactivation and inhibition of cyclin E/Cdk2 kinase activity.,FP,general or irrelevant information
8065331,HLF,E2A,"Wild-type and chimeric HLF proteins also bound closely related sites identified previously for bZIP proteins of both the proline- and acidic amino acid-rich (PAR) and C/EBP subfamilies; however, E2A-HLF proteins were significantly less tolerant of certain deviations from the HLF consensus binding site.",FP,general or irrelevant information
8083237,TCF,Elk-1,"One, p62TCF, was indistinguishable from the Ets protein Elk-1 in gel shift analyses, while none of the HeLa TCFs resembled the other cloned TCFs, SAP-1a and SAP-1b.",FP,general or irrelevant information
8083237,Elk-1,TCF,"We conclude that p62TCF is composed of Elk-1, whereas the identities of the other identified TCFs (p60TCF, p62.5TCF, and p64TCF) are still unknown",FP,general or irrelevant information
8321192,RelA,NFKB1,Acquisition of NFKB1-selective DNA binding by substitution of four amino acid residues from NFKB1 into RelA.,FP,general or irrelevant information
8425218,Myc,Max,"To determine whether Max mediates the function of regulatory proteins other than Myc, we screened a lambda gt11 expression library with radiolabeled Max protein.",FP,general or irrelevant information
8441395,HNF-3,ARP-1,Data from cotransfection experiments in which ARP-1 is overexpressed in the absence of its binding site suggest that ARP-1 interacts either directly or via a mediator protein with proteins recognizing the HNF-3 site and that this interaction is sufficient to repress transcriptional activation by HNF-3.,FP,general or irrelevant information
8707290,c-myc,N-myc,"Since the N-myc gene at 2p24 is amplified in NCI-H69 and the c-myc gene at 8q24 is amplified in NCI-H82, it is possible that these DNA fragments are co-amplified with N-myc or c-myc in these cell lines.",FP,general or irrelevant information
8751464,TEL,AML1,The reciprocal AML1/TEL transcripts were detected in 12 (86%) of the 14 cases expressing a TEL/AML1 transcript.,FP,general or irrelevant information
8751464,AML1,TEL,The reciprocal AML1/TEL transcripts were detected in 12 (86%) of the 14 cases expressing a TEL/AML1 transcript.,FP,general or irrelevant information
8834231,AML-1,TEL,"The t(8;21) creates a fusion protein between AML-1 and a gene of unknown function, mtg8 (ETO), whereas the t(12;21) fuses the TEL (translocation-ets-leukemia) transcription factor to the N-terminus of AML-1.",FP,general or irrelevant information
8889501,PAX7,FKHR,"Chromatin release studies suggested that the amplified sequences correlated with amplification of the PAX7-FKHR fusion gene which resulted from the insertion of PAX7 sequences into the first intron of FKHR gene, in keeping with the absence of cytogenetic evidence for derivative chromosomes.",FP,general or irrelevant information
8895518,elf-1,MEF,"MEF is a new member of the elf-1/E74 family of ETS proteins, that has DNA binding properties similar to elf-1 but distinct transcriptional activating effects in several hematopoietic cell lineages.",FP,general or irrelevant information
9016958,HMG2,HMG1,Molecular phylogenetic analysis shows that LfHMG1 is descended from a gene ancestral to mammalian HMG1 and HMG2.,FP,general or irrelevant information
9031076,TEL,AML1,"The crucial chimeric gene, TEL-AML1, is transcribed from the der(21) and encodes the 336 NH2 aminoacics of TEL fused to the majority of the AML1 protein.",FP,general or irrelevant information
9031076,AML1,TEL,"The crucial chimeric gene, TEL-AML1, is transcribed from the der(21) and encodes the 336 NH2 aminoacics of TEL fused to the majority of the AML1 protein.",FP,general or irrelevant information
9098647,FKHR,PAX7,The PAX3-FKHR and PAX7-FKHR gene fusions that result from chromosomal translocations in this tumor provide potential molecular diagnostic markers.,FP,general or irrelevant information
9216996,Gli2,Gli3,"In contrast, Gli2 and Gli3 are absent from the neural plate midline with Gli2 expressed widely and Gli3 in a graded fashion with highest levels in lateral regions.",FP,general or irrelevant information
9216996,Gli3,Gli2,"In contrast, Gli2 and Gli3 are absent from the neural plate midline with Gli2 expressed widely and Gli3 in a graded fashion with highest levels in lateral regions.",FP,general or irrelevant information
9266972,ETS1,p51,"Data presented in this paper indicate that the naturally occurring spliced variant protein, p42-ETS1, lacking the region encoded by ETS1 exon VII, represses the tumorigenicity, while p51-ETS1 reduces the tumorigenicity.",FP,general or irrelevant information
9308237,Max,Myc,Myc-transformed cells are also characterised by the loss of expression of a number of genes and this repressive effect of Myc on gene expression may not be mediated by the Myc/Max complex.,FP,general or irrelevant information
9359509,AML1,TEL,Percentages of CD13 or CD33 expressing leukaemic cells were found to be higher in TEL-AML1 positive cases (n = 22) than in TEL-AML1 negative (n = 74) cases (P<0.001).,FP,general or irrelevant information
9652733,TEL,AML1,Lack of TEL/AML1 fusion in pediatric AML: further evidence for lineage specificity of TEL/AML1.,FP,general or irrelevant information
9653115,Fos,NFAT1,The NFAT1-Fos-Jun complex induced a bend at the ARRE2 site that was distinct from the sum of the bends induced by NFAT1 and Fos-Jun separately.,FP,general or irrelevant information
9671410,TEL,AML1,"In t(12;21) samples, TEL-AML1 was detected as several protein species in the nuclei, whereas the AML1-TEL protein, was inconsistently expressed.",FP,general or irrelevant information
9797456,Max,MYC,"AMY-1 by itself did not recognize the E-box element, the MYC/Max binding sequence, nor did it transactivate via the element, but stimulated the activation of E-box-regulated transcription by MYC/Max.",FP,general or irrelevant information
9797456,MYC,Max,"AMY-1 by itself did not recognize the E-box element, the MYC/Max binding sequence, nor did it transactivate via the element, but stimulated the activation of E-box-regulated transcription by MYC/Max.",FP,general or irrelevant information
9811926,DGS,Gscl,"Thus, the genomic location of Gscl and its expression in a subset of the tissues affected in DGS/VCFS patients suggest that Gscl may contribute to the pathogenesis of DGS/VCFS.",FP,general or irrelevant information
9811926,VCFS,Gscl,"Thus, the genomic location of Gscl and its expression in a subset of the tissues affected in DGS/VCFS patients suggest that Gscl may contribute to the pathogenesis of DGS/VCFS.",FP,general or irrelevant information
9813075,CBF-C,CBF-B,"None of the CBF-A and CBF-C subunits, which together formed a CBF-A/CBF-C heterodimer, were cross-linked without CBF-B; in contrast, CBF-B was cross-linked in the absence of CBF-A/CBF-C.",FP,general or irrelevant information
10023677,TEL,AML1,"Although AML1B (and a shorter AML1 isoform, AML1A) have transcriptional activating activity on the IL-3 promoter, fusion of the AML1 gene to the TEL gene generates a repressor of IL-3 expression.",FP,general or irrelevant information
10100620,c-fos,acute myeloid leukemia 1,"These data suggest that acute myeloid leukemia 1 and acute myeloid leukemia 1-MTG8 reciprocally regulate the myeloid cell differentiation, possibly by the way of regulating c-fos gene transcription",FP,general or irrelevant information
10408502,PPARgamma,PPAR,Enhanced PPAR type alpha expression protects against cardiovascular disorders though the role of enhanced PPARgamma expression seems less favourable.,FP,general or irrelevant information
10488742,TEL,AML1,"The 12;21 chromosomal translocation occurs in leukemic cells from 20(30% of patients with B-lineage childhood acute lymphoblastic leukemia, the result being the TEL/AML1 fusion gene carrying a sequence different from TEL or AML1.",FP,general or irrelevant information
10488742,AML1,TEL,"The 12;21 chromosomal translocation occurs in leukemic cells from 20(30% of patients with B-lineage childhood acute lymphoblastic leukemia, the result being the TEL/AML1 fusion gene carrying a sequence different from TEL or AML1.",FP,general or irrelevant information
10511314,Max,c-Myc,"This result is in contrast with the inhibition of erythroid differentiation of K562 exerted by c-Myc, suggesting divergent roles for c-Myc/Max, depending on the differentiation pathway.",FP,general or irrelevant information
10738311,MYC,E2F5,"This suggests that E2F5 behaves like a MYC-type cooperating oncogene in functional assays, prompting us to monitor potential amplifications of the E2F5 gene in primary human tumors.",FP,general or irrelevant information
10769232,Gli2,Gli3,This surface ectoderm/neural tube Wnt signaling has both negative and positive functions in Gli2 and Gli3 regulation: these signals repress Gli3 in segmental plate mesoderm prior to somite formation and then promote somite formation and the somite-specific activation of Gli2 and Gli3.,FP,general or irrelevant information
10769232,Gli3,Gli2,This surface ectoderm/neural tube Wnt signaling has both negative and positive functions in Gli2 and Gli3 regulation: these signals repress Gli3 in segmental plate mesoderm prior to somite formation and then promote somite formation and the somite-specific activation of Gli2 and Gli3.,FP,general or irrelevant information
10854698,PPAR,PPARgamma,"Therefore, hPPARgamma2Delta500 appears to repress PPAR activity by competing with wild type receptor to dimerize with RXR and bind the PPRE.",FP,general or irrelevant information
10868855,HNF-3beta,MODY,"RESEARCH DESIGN AND METHODS: The coding regions of the known MODY genes hepatocyte nuclear factor (HNF)-1alpha, HNF-4alpha, HNF-1beta, and insulin promoter factor 1 and the coding regions of two MODY candidate genes, HNF-3beta and the dimerization cofactor of HNF-1, were sequenced in genomic DNA from Pima Indians.",FP,general or irrelevant information
10871843,FKHR,PAX3,These results suggest that at least part of the anti-apoptotic effect of PAX3 and PAX3/FKHR is mediated through direct transcriptional modulation of the prominent anti-apoptotic protein BCL-XL.,FP,general or irrelevant information
10910927,AML1,TEL,"After matching for unevenly distributed patient characteristics-that is, excluding patients younger than 12 months, patients with CD10-negative immature B-lineage ALL, patients with Philadelphia chromosome, and patients who were hyperdiploid (more than 50 chromosomes) from the TEL/AML1 negative group-the only remaining difference was a relative sensitivity for ASP in the TEL/AML1-positive samples (10.8-fold; P =. 012).",FP,general or irrelevant information
10975680,ERF,FLI1,"The FLI1/ERF repressor, like the wild-type ERF, is regulated by mitogen-activated protein kinase-dependent subcellular localization.",FP,general or irrelevant information
11001911,AML1,TEL,"Although AML1 stimulates transcription, TEL-AML1 functions as a repressor of some AML1 target genes.",FP,general or irrelevant information
11026560,c-fos,PGA1,"Because we recently found functional HSEs in the human and rodent c-fos promoters, we hypothesized that PGA1 might increase c-fos expression through the HSE.",FP,general or irrelevant information
11026560,c-fos,PGA1,"In this study, we revealed that PGA1 induces c-fos expression at least partly by increasing the binding between heat shock factor-1 and the HSE, and that PGA1 enhances activity of activating protein-1 (AP-1).",FP,general or irrelevant information
11078523,TEL,AML1,"We also show that the leukemia-associated fusion protein TEL/AML1 is modified by SUMO-1 and found in the TEL bodies, in a pattern quite different from what we observe and report for AML1.",FP,general or irrelevant information
11106484,HNF-1,HNF-1beta,Conserved core residues in the dimerization domain of the homologous transcriptional regulator HNF-1beta rationalize the functional heterodimerization of the HNF-1alpha and HNF-1beta proteins.,FP,general or irrelevant information
11149923,Tcf-4,Tcf,Inhibition of beta-catenin/Tcf transcription by expression of the dominant-negative mutant of Tcf-4 blocked Wnt-1-mediated cell survival and rendered cells sensitive to apoptotic stimuli.,FP,general or irrelevant information
11229456,Ets-1,transcription factor Ets-1,OBJECTIVE: To investigate the expression of the transcription factor Ets-1 in synovial tissue and cultured synovial fibroblasts from patients with rheumatoid arthritis (RA) and osteoarthritis (OA) and to study the regulation of Ets-1 expression and activation in synovial fibroblasts by proinflammatory cytokines.,FP,general or irrelevant information
11243114,MDS1-Evi1,Evi1,"RESULTS: Evi1 expression was not detected in 8 normal controls, but low MDS1-Evi1 expression levels (MDS1-Evi1/GAPDH < 0.1) detected in 3 of the 8 controls.",FP,general or irrelevant information
11243114,MDS1-Evi1,Evi1,Study on expression of Evi1 and MDS1-Evi1 genes in myelodysplastic syndromes	OBJECTIVE: To investigate expression of Evi1 and MDS1-Evi1 genes in myelodysplastic syndromes (MDS) and its role in pathogenesis of MDS.,FP,general or irrelevant information
11256944,ATF6beta,ATF6,"We thus concluded that the two related bZIP proteins are crucial transcriptional regulators of the mammalian UPR, and propose calling the ATF6 gene product ATF6alpha and the G13 gene product ATF6beta",FP,general or irrelevant information
11304690,MADH2,MADH4,"None of the tumors showed mutations of MADH2 and MADH4 or loss of detectable transcripts from MADH2, MADH4, APM-1 and DCC.",FP,general or irrelevant information
11375890,HIF-1,p53,"Albeit less potent than wild-type p53, all Arg175 p53 mutants retained partial ability to repress HIF-1-stimulated transcription.",FP,general or irrelevant information
11496344,FKHR,PAX3,"CONCLUSIONS: We conclude that compared to PAX7-FKHR-containing tumors, ARMS that contain PAX3-FKHR transcript have (1) increased cell proliferation, consistent with greater loss of cell cycle regulation, and (2) apoptosis that is increased but insufficient to prevent tumor formation.",FP,general or irrelevant information
11496344,FKHR,PAX7,"PROCEDURE: We examined histology, immunohistochemical markers of differentiation, and cell cycle characteristics of a panel of ARMS containing either PAX3-FKHR or PAX7-FKHR transcript to determine if these features differ between the ARMS subsets.",FP,general or irrelevant information
11496344,FKHR,PAX7,Proliferative and apoptotic differences between alveolar rhabdomyosarcoma subtypes: a comparative study of tumors containing PAX3-FKHR or PAX7-FKHR gene fusions.,FP,general or irrelevant information
11496344,FKHR,PAX7,"RESULTS: Cell cycle parameters varied significantly: the number of nuclei that stained with either an immunohistochemical marker of proliferation (MIB1), or a TUNEL-based assay for apoptosis was significantly greater in tumors that expressed PAX3-FKHR compared to tumors that expressed PAX7-FKHR transcript.",FP,general or irrelevant information
11535131,Myc,Max,"Max is the central component of the Myc/Max/Mad network of transcription factors that regulate growth, differentiation and apoptosis.",FP,general or irrelevant information
11535131,Myc,Max,"Taken together, our findings uncover three distinct processes, namely dephosphorylation and cleavage by caspase-5 and caspase-7, that target Max during Fas-mediated apoptosis, suggesting the regulation of the Myc/Max/Mad network through its central component",FP,general or irrelevant information
11559948,AML1,TEL,"Deletion of 12p resulting in the loss of the normal allele of TEL and nonspecific del(6q) were noted in 8% (1/12) and 25% (3/12) of the TEL/AML1+ children, respectively.",FP,general or irrelevant information
11607823,FKHR,PAX7,The PAX7-FKHR fusion is overexpressed as a result of in vivo amplification while the PAX3-FKHR fusion is overexpressed due to a copy number-independent increase in transcriptional rate.,FP,general or irrelevant information
11686293,TBP,TAF(II)250,"TAF(II)250 is a scaffold for assembly of other TAF(II)s and TBP into TFIID, TAF(II)250 binds activators to recruit TFIID to particular promoters, TAF(II)250 regulates binding of TBP to DNA, TAF(II)250 binds core promoter initiator elements, TAF(II)250 binds acetylated lysine residues in core histones, and TAF(II)250 possesses protein kinase, ubiquitin-activating/conjugating and acetylase activities that modify histones and GTFs.",FP,general or irrelevant information
11721451,MDS1-Evi-1,Evi-1,"RESULTS: Evi-1 expression was not detected in bone marrow samples of 8 normal controls, but low MDS1-Evi-1 expression levels (MDS1-Evi-1/GAPDH < 0.1) were detected in 3 of the 8 controls.",FP,general or irrelevant information
11727934,HIF-1,c-myc,"Whereas c-myc is a direct target for oncogenic mutations, expression of hypoxia-inducible factor 1 (HIF-1) is indirectly up-regulated via gain-of-function mutations in oncogenes and loss-of-function mutations in tumour suppressor genes that result increased HIF-1alpha protein expression and/or increased HIF-1 transcriptional activity in a cell-type-specific manner.",FP,general or irrelevant information
11732772,NeuroD,NeuroD2,"The authors used in situ hybridization with full-length riboprobes for NeuroD1, NeuroD2, and NeuroD3 to describe the expression of the NeuroD homologues in a gestational sequence of human fetal brains.",FP,general or irrelevant information
11732772,NeuroD,NeuroD3,"The authors used in situ hybridization with full-length riboprobes for NeuroD1, NeuroD2, and NeuroD3 to describe the expression of the NeuroD homologues in a gestational sequence of human fetal brains.",FP,general or irrelevant information
11801462,TEL,AML1,DESIGN AND METHODS: The quantitative estimation of TEL-AML1 transcripts was performed in 10 P-ALL TEL-AML1-positive patients.,FP,general or irrelevant information
11801462,AML1,TEL,DESIGN AND METHODS: The quantitative estimation of TEL-AML1 transcripts was performed in 10 P-ALL TEL-AML1-positive patients.,FP,general or irrelevant information
11819031,PPARalpha,PPARdelta,"L-165041, reported as a selective and potent PPARdelta ligand, displayed in this specified transactivation system, apart from its highly efficacious PPARdelta agonist activity, partial and full agonism at, respectively, PPARalpha and PPARgamma2 subtypes.",FP,general or irrelevant information
11909962,ETS-1,Sp100,"Sp100 strongly increases ETS-1 activation of natural and ets-focused promoters, through a mechanism involving the activation (C) domain of ETS-1 in addition to the interaction domains.",FP,general or irrelevant information
11955646,p53,L-myc,"As both L-myc and p53 polymorphisms were analyzed for their prognostic value, the patients with an S allele of the L-myc gene and a Pro/Pro variant genotype of the p53 gene had significantly poorer prognoses compared with other patients (P=0.004, by the log rank test).",FP,general or irrelevant information
12079871,PPAR,PPARgamma,"In protease protection assays, S-hexadecyl CoA increased the sensitivity of PPARalpha and PPARdelta towards chymotrypsin, whereas the action of chymotrypsin on PPARgamma was only marginally affected, suggesting distinct subtype-dependent differences in the effects of S-hexadecyl-CoA on conformation of the PPARs.",FP,general or irrelevant information
12086873,TCF,ITF-2,"Human cancers with beta-catenin regulatory defects had elevated ITF-2 expression, and ITF-2 was repressed by restoring wild-type APC function or inhibiting TCF activity.",FP,general or irrelevant information
12097658,CHOP,c-Jun,"Chalcone was the only phytochemical that activated all three transcription factors [Elk-1, 2.7-fold (P < 0.001); c-Jun, 2.7-fold (P = 0.025); CHOP, 3.0-fold (P = 0.002)], whereas apigenin stimulated CHOP (3.9-fold; P < 0.001), but inhibited phorbol myristoyl acetate-induced c-Jun activity (71%;P = 0.006).",FP,general or irrelevant information
12111652,HLF,E2A,"The fusion E2A-HLF was amplified by RT-PCR and sequenced, giving a type I rearrangement with a long insertion (146 nucleotides) between E2A exon 13 and HLF exon 4.",FP,general or irrelevant information
12213583,p53,HIF-1alpha,"More severe or prolonged hypoxia rather induces apoptosis that is, at least in part, initiated by the direct association of HIF-1alpha and p53 and p53-induced gene expression.",FP,general or irrelevant information
12220513,AML1,TEL,"Here, we show that TEL/AML1 is localized in the cytoplasm and the transcriptional activities of CR1 promoter are affected by the subcellular localization of TEL/AML1 fusion protein",FP,general or irrelevant information
12414908,FKHR,PAX3,"PAX3/FKHR mutants with deletions in either the homeodomain (DeltaHD) or the FKHR-derived activation domain (DeltaFKHR), or in which the PAX3-derived paired domain (PD) was point-mutated (PD-R56L), were unable to activate GLUT4-P.",FP,general or irrelevant information
12509444,HNF-6,FoxA2,"This was supported by the fact that FoxA2 transcriptional synergy with HNF-6 was dependent on retention of the HNF-6 Cut domain LXXLL sequence, which mediated recruitment of the p300/CBP proteins.",FP,general or irrelevant information
12519792,HNF-4,FKHR,"Therefore, a phosphorylation of FKHR by insulin followed by its dissociation from HNF-4 and the redistribution of FKHR from the nucleus to the cytoplasm would expect to induce the transcriptional activation of HNF-4 by facilitating to the access of HNF-4 to its DNA element.",FP,general or irrelevant information
12526101,BETA2,Id,These results suggest that Id proteins may negatively regulate tissue specific gene expression induced by BETA2/NeuroD in neuroendocrine cells and the inhibitory role of Id proteins during differentiation may be conserved in various tissues.,FP,general or irrelevant information
12526101,NeuroD,Id,These results suggest that Id proteins may negatively regulate tissue specific gene expression induced by BETA2/NeuroD in neuroendocrine cells and the inhibitory role of Id proteins during differentiation may be conserved in various tissues.,FP,general or irrelevant information
12554755,GRIP1,AP-1,"Moreover, the negative effect of RIP140 on AP-1-mediated transcription is relieved by GRIP1 overexpression and, conversely, RIP140 inhibits the stimulatory effect of GRIP1.",FP,general or irrelevant information
12613669,PPARgamma,Id2,"We hypothesized that downregulation of Id2 gene expression by thiazolidinediones (TZDs), a class of anti-diabetic drugs and peroxisome proliferator-activated receptor gamma (PPARgamma) activators, might contribute to the anti-atherosclerotic and anti-hypertensive effects of the PPARgamma.",FP,general or irrelevant information
12679463,PPARgamma,PPAR,Effect of the Pro12Ala polymorphism in the peroxisome proliferator-activated receptor (PPAR) gamma2 gene on the expression of PPARgamma target genes in adipose tissue of massively obese subjects.,FP,general or irrelevant information
12679463,PPARgamma,PPAR,The aim was to study the effect of the Pro12Ala polymorphism of the peroxisome proliferator-activated receptor (PPAR) gamma2 gene on the expression of PPARgamma target genes in adipose tissue.,FP,general or irrelevant information
12700238,Smad2,Smad3,Evidence for a role of Smad3 and Smad2 in stabilization of the tumor-derived mutant Smad2.Q407R.,FP,general or irrelevant information
12748295,TCF,UBF,"Downregulation of endogenous UBF expression using an RNA interference approach reduces transcriptional activation of a beta-catenin-LEF/TCF-responsive promoter by means of overexpressed beta-catenin, further implicating UBF as a transcriptional enhancer of the beta-catenin pathway",FP,general or irrelevant information
12773566,p53,MLL,"Finally, our results demonstrate that MLL-ELL requires the presence of intact ELL(eCT) in order to disrupt p53 interactions with p300/CBP coactivator and thus significantly reduce p53 acetylation in vivo.",FP,general or irrelevant information
12840810,Sox9,Sry,"The timing of Sry and Sox9 expression is consistent with a role in testis determination: Sry expression begins at CS 16 in testes, followed by upregulation of Sox9 expression at CS 17.",FP,general or irrelevant information
12909334,E2F1,p53,"However, this mutant retains its ability to stabilize and phosphorylate p53, suggesting that p53 is sufficient for the effect of E2F1.",FP,general or irrelevant information
12944485,c-fos,TCF,"DN-MKL1 reduced the late stage of serum induction of endogenous c-fos expression, suggesting that the TCF- and RhoA-dependent pathways contribute to temporally distinct phases of c-fos expression.",FP,general or irrelevant information
12959982,GATA-6,SF1,DAX1 opposed SF1-activated transcription of many genes and abolished the GATA-6/SF1 ability to increase reporter activity.,FP,general or irrelevant information
14566384,PPAR,PPARdelta,"PPARdelta is expressed ubiquitously and has been found to be effective in controlling dyslipidemia and cardiovascular diseases, while PPARgamma isotype is mainly expressed in adipose tissue where it stimulates adipogenesis and lipogenesis.",FP,general or irrelevant information
14625208,PPARgamma,PPAR,"Whether other PPAR types can be found in human islets, how islet PPARgamma mRNA expression is regulated by the metabolic milieu, their role in insulin secretion, and the effects of a PPARgamma agonist are not known.",FP,general or irrelevant information
14625389,FRA-1,c-JUN,We show that c-JUN and FRA-1 expression is dependent on ERK activity and that different thresholds of ERK activity control the expression of FRA-1.,FP,general or irrelevant information
14697639,FOXO1A,PAX3,Alveolar rhabdomyosarcomas (ARMS) are soft-tissue tumors that are genetically characterized by the presence of reciprocal translocations that generate the fusion gene PAX3-FOXO1A or PAX7-FOXO1A.,FP,general or irrelevant information
14736953,NF-kappa B,AP-1,"TNF-alpha induced MCP-1 production appeared to be NF-kappa B and AP-1 interdependent, based on the following results. (i) TNF-alpha increased NF-kappa B and AP-1 binding activity.",FP,general or irrelevant information
14738225,YB-1,p53,"Representative samples from autopsied material of primary tumours from 77 patients with NSCLC were investigated by immunohistochemistry for subcellular distribution of YB-1 and p53, in order to evaluate the prognostic role of nuclear expression of YB-1.",FP,general or irrelevant information
14971644,basic helix-loop-helix transcription factor,HIF-1,"HIF-1 is a heterodimeric basic helix-loop-helix transcription factor, composed of HIF-1alpha and HIF-1beta/ARNT subunits; and is involved in tumor growth and angiogenesis.",FP,general or irrelevant information
14992692,HIF-1,p53,"In addition, low p53 expression repressed HIF-1 transactivation without affecting HIF-1alpha protein amount.",FP,general or irrelevant information
15118411,p53,twist,"These results demonstrate that MDM2, rather than p53, is the substrate for HAUSP under physiologic conditions and document a fascinating and unexpected twist to the regulation of the p53/MDM2 axis",FP,general or irrelevant information
15152009,HSF1,p53,Inhibition of aneuploidy in p53 null PC-3 cells by DN-HSF1 expression was recapitulated by expression within the cells of wild type p53.,FP,general or irrelevant information
15199132,HIF-1,p53,"In summary, our results demonstrate that the presence of wtp53 under hypoxic conditions has an insignificant effect on the stabilization of HIF-1alpha protein and HIF-1-dependent expression of CAIX.",FP,general or irrelevant information
