pmid,gene1,gene2,sentence,class,details
19813247,AML1,TEL,"CD10+ ancestor cells with germline antigen receptors, but silent TEL/AML1 expression, may reside in the lymphoid stem cell compartment of treated t(12;21)-positive patients and might act as a potential source of cells for late relapses",FP,incorrectly recognized gene name or identifier
19813247,AML1,TEL,"We monitored the responses of patients with pediatric acute lymphoblastic leukemia (pALL) using DNA markers, TEL/AML1 expression, and scanning fluorescence microscopy (SFM).",FP,incorrectly recognized gene name or identifier
19837270,AML1,ETV6,"The prognostic significance of the profiles of these genes and the association between alterations in these genes and known cytogenetic prognostic factors (BCR/ABL; ETV6/RUNX1, formerly TEL/AML1; MLL rearrangement; and ploidy changes of chromosomes) were also assessed.",FP,incorrectly recognized gene name or identifier
19841262,MYB,NFIB,Our data indicate that the MYB-NFIB fusion is a hallmark of ACC and that deregulation of the expression of MYB and its target genes is a key oncogenic event in the pathogenesis of ACC.,FP,incorrectly recognized gene name or identifier
19841262,NFIB,MYB,Our findings also suggest that the gain-of-function activity resulting from the MYB-NFIB fusion is a candidate therapeutic target.,FP,incorrectly recognized gene name or identifier
19890372,RUNX1,ETV6,Manipulation of ETV6/RUNX1 expression and chromatin immunoprecipitation studies showed that the high expression of the miRNA cluster is an event independent of the ETV6/RUNX1 fusion protein.,FP,incorrectly recognized gene name or identifier
9209438,GATA-binding protein,GATA-4,These results demonstrate the selective role of GATA-4 in the transcriptional regulation of the IL-5 gene in a circumstance where multiple members of the GATA-binding proteins are expressed,FP,incorrectly recognized gene name or identifier
1310062,ara,JUN,The binding of JUN/AP-1 was maximal at 1 hour of ara-C treatment and decreased to baseline levels at 12 hours.,FP,general or irrelevant information
1323849,Max,c-Myc,"The recent discovery of Max, a basic helix-loop-helix leucine-zipper partner protein for c-Myc, suggests that the ability of c-Myc to regulate transcription is modulated by the presence of Max.",FP,general or irrelevant information
1644290,Max,Myc,"In addition, we observed a striking reduction in Myc cotransformation activity when a Max expression construct was added to myc/ras co-transfections.",FP,general or irrelevant information
1776859,c-myc,c-myb,"The effects of E2 and 4-OH Tam on the expression of the not-amplified c-mil and c-myb oncogenes were stronger than those observed on c-myc expression; however, the E2 reversal effect was identical either after short or long-term antiestrogen treatment.",FP,general or irrelevant information
2039993,c-fos,N-myc,"We examined the genomic amplification of N-myc in 26 specimens of neuroblastomas and further analyzed 22 of the 26 cases for expression of N-myc, c-src, c-Ha-ras, and c-fos.",FP,general or irrelevant information
2122229,ara,jun,Regulation of jun-B gene expression by 1-beta-D-arabinofuranosyl-cytosine in human myeloid leukemia cells.,FP,general or irrelevant information
2122980,ara,c-jun,Transcriptional regulation of c-jun gene expression by arabinofuranosylcytosine in human myeloid leukemia cells.,FP,general or irrelevant information
2187191,ETS1,ETS2,Reciprocal expression of human ETS1 and ETS2 genes during T-cell activation: regulatory role for the protooncogene ETS1.,FP,general or irrelevant information
2545635,L-myc,c-myc,"In contrast to expression of the closely related c-myc gene, N-myc and L-myc expression is very restricted in adult tissues.",FP,general or irrelevant information
2545635,N-myc,c-myc,"In contrast to expression of the closely related c-myc gene, N-myc and L-myc expression is very restricted in adult tissues.",FP,general or irrelevant information
2682663,B-cell leukemia/lymphoma 3,MYC,Cloning and sequence analysis of the rearranged MYC gene revealed that MYC was truncated at the Pvu II site at the end of the first exon of MYC and had joined into the regulatory elements of a gene that we called BCL3 (B-cell leukemia/lymphoma 3).,FP,general or irrelevant information
2682663,BCL3,MYC,Cloning and sequence analysis of the rearranged MYC gene revealed that MYC was truncated at the Pvu II site at the end of the first exon of MYC and had joined into the regulatory elements of a gene that we called BCL3 (B-cell leukemia/lymphoma 3).,FP,general or irrelevant information
2694722,c-myb,c-myc,"The other fourteen oncogene of c-myc was c-myb, c-abl and N-myc, showed no increases of gene content.",FP,general or irrelevant information
2819862,Sp1,LSF,"Thus, LSF is distinguishable from Sp1 in both its transcriptional and DNA-binding properties.",FP,general or irrelevant information
2905047,ear-3,ear-2,"Hybridization analysis of DNAs from sorted chromosomes shows that the ear-2 gene is located on chromosome 19 and ear-3 on chromosome 5, indicating that the two genes are clearly different from each other",FP,general or irrelevant information
2997622,c-myc,N-myc,"The N-myc gene, first detected by its homology to the second exon of the c-myc gene, is amplified and/or expressed in tumours or cell lines derived from neuroblastoma, retinoblastoma and SCLC.",FP,general or irrelevant information
3018359,c-fos,c-myb,"A correlation was evident between the potency of these compounds as inducers of differentiation demonstrated by nonspecific esterase activity, the degree of reduction in calmodulin concentration, the rate of the inhibition of DNA synthesis and of expression of c-myc and c-myb genes, and the induction of the expression of oncogenes c-fos and c-fms.",FP,general or irrelevant information
3779660,c-fos,c-myb,"In most cell types, c-myc and c-myb expression is controlled primarily by posttranscriptional mechanisms, whereas c-fos expression is regulated primarily at the transcriptional level.",FP,general or irrelevant information
7527137,PAX-3,PAX-7,"PAX-7 was found to be weakly expressed in normal human myoblasts, while PAX-3 could not be detected in these cells at all.",FP,general or irrelevant information
7561751,p53,E2F-1,Here we test in transfection assays whether EBNA-LP expression has any functional consequence for repression of E2F-1 activity by pRb or p107 or for activation of transcription by the p53 protein.,FP,general or irrelevant information
7607539,HMG-2,HMG-1,Phylogenetic analysis indicated that the common ancestor of trout HMG-1/2 genes very likely diverged from the ancestor of the mammalian (or avian) HMG-1/2 genes before its separation into two distinct mammalian or (avian) HMG-1 and HMG-2 genes.,FP,general or irrelevant information
7622574,Id,Id2,"The Id2 gene is one of several ""Id-like"" genes which encode helix-loop-helix proteins which dimerize with basic helix-loop-helix proteins and inhibit binding to the DNA enhancer element known as an E box.",FP,general or irrelevant information
7789179,YY1,WT1,"The zinc-finger domains of the predicted protein also showed homology with those of human genes such as WT1, transcriptional repressor YY1, and MYC-associated zinc-finger protein (MAZ).",FP,general or irrelevant information
7789959,Myc,MXI1,"The MXI1 gene encodes a protein interacting with Max, a regulatory factor of the Myc oncogene, and is located on chromosome 10q25, a region showing frequent loss of heterozygosity in malignant gliomas.",FP,general or irrelevant information
7862145,FKHR,PAX3,"The PAX3-FKHR protein was localized to the nucleus in Rh30 cells, as was wild-type PAX3, in t(2;13)-negative A673 cells.",FP,general or irrelevant information
7862668,SREBP-2,SREBP-1,These findings suggest that SREBP-1 is responsible for basal transcription of the low density lipoprotein receptor and 3-hydroxy-3-methylglutaryl CoA synthase genes in hamster liver and that SREBP-2 is responsible for the increased transcription that follows sterol depletion with a bile acid-binding resin and a cholesterol synthesis inhibitor.,FP,general or irrelevant information
7910152,p53,WT1,"Finally, WT1 expression data were evaluated in conjunction with immunohistochemical data on p53.",FP,general or irrelevant information
7937841,p53,B-myb,In this study we show that B-myb expression is required for cells to progress from G1 into S phase and that high levels of ectopic B-myb expression uncoupled from cell cycle regulation rescues cells from p53-induced G1 arrest even in the presence of Waf1/Cip1 transactivation and inhibition of cyclin E/Cdk2 kinase activity.,FP,general or irrelevant information
8009854,Sp1,CpF,"In contrast, binding sites for transcription factors located immediately upstream (CpE) and downstream (CpF) of the two Sp1-binding sites were shown to be important determinants of nucleocapsid promoter activity in the differentiated hepatoma cell lines, Huh7 and HepG2.",FP,general or irrelevant information
8049495,PGA1,lipo,The combined administration of cisplatin and lipo-methyl-delta 7-PGA1 prolonged the survival of nude mice bearing HRA cells compared with each single agent alone,FP,general or irrelevant information
8065331,HLF,E2A,"Wild-type and chimeric HLF proteins also bound closely related sites identified previously for bZIP proteins of both the proline- and acidic amino acid-rich (PAR) and C/EBP subfamilies; however, E2A-HLF proteins were significantly less tolerant of certain deviations from the HLF consensus binding site.",FP,general or irrelevant information
8076941,GLI,CHOP,"The CHOP/GADD153 gene, consistently translocated in myxoid liposarcomas, is located less than 55 kb from the putative oncogene GLI.",FP,general or irrelevant information
8076941,GLI,GADD153,"The CHOP/GADD153 gene, consistently translocated in myxoid liposarcomas, is located less than 55 kb from the putative oncogene GLI.",FP,general or irrelevant information
8083237,TCF,Elk-1,"One, p62TCF, was indistinguishable from the Ets protein Elk-1 in gel shift analyses, while none of the HeLa TCFs resembled the other cloned TCFs, SAP-1a and SAP-1b.",FP,general or irrelevant information
8083237,Elk-1,TCF,"We conclude that p62TCF is composed of Elk-1, whereas the identities of the other identified TCFs (p60TCF, p62.5TCF, and p64TCF) are still unknown",FP,general or irrelevant information
8168107,c-fos,GADD153,"Unlike GADD45, the response of other DNA damage-inducible genes to IR is not dependent on p53 based on the observation that induction in a panel of cell lines did not correlate with a normal p53 status; this included human GADD153, another member of the gadd (growth arrest and DNA damage inducible) group; MyD118, a gene related to GADD45; and the protooncogenes c-jun and c-fos.",FP,general or irrelevant information
8196632,NF-kappa B,BCL3,BCL3 encodes a nuclear protein which can alter the subcellular location of NF-kappa B proteins.,FP,general or irrelevant information
8321192,RelA,NFKB1,Acquisition of NFKB1-selective DNA binding by substitution of four amino acid residues from NFKB1 into RelA.,FP,general or irrelevant information
8425218,Myc,Max,"To determine whether Max mediates the function of regulatory proteins other than Myc, we screened a lambda gt11 expression library with radiolabeled Max protein.",FP,general or irrelevant information
8441395,HNF-3,ARP-1,Data from cotransfection experiments in which ARP-1 is overexpressed in the absence of its binding site suggest that ARP-1 interacts either directly or via a mediator protein with proteins recognizing the HNF-3 site and that this interaction is sufficient to repress transcriptional activation by HNF-3.,FP,general or irrelevant information
8450888,CCG1,TFIID,The p250 subunit of native TATA box-binding factor TFIID is the cell-cycle regulatory protein CCG1.,FP,general or irrelevant information
8653712,ETV6,AML1,"Moreover, it was shown that the AML1-ETV6 reciprocal chimeric transcript was not present in the malignant cells, and hence may not play a major role in leukemogenesis.",FP,general or irrelevant information
8660103,ets-2,c-jun,"Constitutive expression of c-fos and c-jun, overexpression of ets-2, and reduced expression of metastasis suppressor gene nm23-H1 in rheumatoid arthritis.",FP,general or irrelevant information
8662591,APRF,STAT1,We further present evidence that STAT1 is activated independently from APRF suggesting that gp130 contains multiple independent STAT binding sites.,FP,general or irrelevant information
8707290,c-myc,N-myc,"Since the N-myc gene at 2p24 is amplified in NCI-H69 and the c-myc gene at 8q24 is amplified in NCI-H82, it is possible that these DNA fragments are co-amplified with N-myc or c-myc in these cell lines.",FP,general or irrelevant information
8723999,AP-1,Fra-2,The analysis and determination of the function of Fra-2 will provide further information on the role of AP-1,FP,general or irrelevant information
8751464,TEL,AML1,The reciprocal AML1/TEL transcripts were detected in 12 (86%) of the 14 cases expressing a TEL/AML1 transcript.,FP,general or irrelevant information
8751464,AML1,TEL,The reciprocal AML1/TEL transcripts were detected in 12 (86%) of the 14 cases expressing a TEL/AML1 transcript.,FP,general or irrelevant information
8752209,DPC4,MADR2,"The gene for MADR2 was found to reside on chromosome 18q21, near DPC4, another MADR protein implicated in pancreatic cancer.",FP,general or irrelevant information
8825632,freac-5,freac-3,"The freac genes have been localized to the following positions: freac-1, 16q24; freac-3, 6p25; freac-4, 5q12-q13; freac-5, 9 pericen; freac-6, 5q34, and freac-8, 1p32",FP,general or irrelevant information
8834231,AML-1,TEL,"The t(8;21) creates a fusion protein between AML-1 and a gene of unknown function, mtg8 (ETO), whereas the t(12;21) fuses the TEL (translocation-ets-leukemia) transcription factor to the N-terminus of AML-1.",FP,general or irrelevant information
8889501,PAX7,FKHR,"Chromatin release studies suggested that the amplified sequences correlated with amplification of the PAX7-FKHR fusion gene which resulted from the insertion of PAX7 sequences into the first intron of FKHR gene, in keeping with the absence of cytogenetic evidence for derivative chromosomes.",FP,general or irrelevant information
8895518,elf-1,MEF,"MEF is a new member of the elf-1/E74 family of ETS proteins, that has DNA binding properties similar to elf-1 but distinct transcriptional activating effects in several hematopoietic cell lineages.",FP,general or irrelevant information
9016958,HMG2,HMG1,Molecular phylogenetic analysis shows that LfHMG1 is descended from a gene ancestral to mammalian HMG1 and HMG2.,FP,general or irrelevant information
9031076,TEL,AML1,"The crucial chimeric gene, TEL-AML1, is transcribed from the der(21) and encodes the 336 NH2 aminoacics of TEL fused to the majority of the AML1 protein.",FP,general or irrelevant information
9031076,AML1,TEL,"The crucial chimeric gene, TEL-AML1, is transcribed from the der(21) and encodes the 336 NH2 aminoacics of TEL fused to the majority of the AML1 protein.",FP,general or irrelevant information
9069290,c-jun,MEF2C,One consequence of MEF2C activation is increased c-jun gene transcription.,FP,general or irrelevant information
9070860,Id-1,helix-loop-helix protein,The helix-loop-helix protein Id-1 regulates growth and differentiation in many mammalian cells.,FP,general or irrelevant information
9098647,FKHR,PAX7,The PAX3-FKHR and PAX7-FKHR gene fusions that result from chromosomal translocations in this tumor provide potential molecular diagnostic markers.,FP,general or irrelevant information
9118910,AML1,MLL,The MLL gene at 11q23 or the AML1 gene at 21q22 are almost uniformly rearranged.,FP,general or irrelevant information
9144414,Sp1,ZBP-89,"Immunocytochemical studies confirmed that ZBP-89 expression is elevated in neoplastic tissue and chronic gastritis, whereas Sp1 expression was nearly unchanged.",FP,general or irrelevant information
9212845,p53,MYCN,"Molecular analysis revealed, both MYCN gene amplification and a point mutation of the p53 tumor supressor gene.",FP,general or irrelevant information
9216996,Gli2,Gli3,"In contrast, Gli2 and Gli3 are absent from the neural plate midline with Gli2 expressed widely and Gli3 in a graded fashion with highest levels in lateral regions.",FP,general or irrelevant information
9216996,Gli3,Gli2,"In contrast, Gli2 and Gli3 are absent from the neural plate midline with Gli2 expressed widely and Gli3 in a graded fashion with highest levels in lateral regions.",FP,general or irrelevant information
9266972,ETS1,p51,"Data presented in this paper indicate that the naturally occurring spliced variant protein, p42-ETS1, lacking the region encoded by ETS1 exon VII, represses the tumorigenicity, while p51-ETS1 reduces the tumorigenicity.",FP,general or irrelevant information
9308237,Max,Myc,Myc-transformed cells are also characterised by the loss of expression of a number of genes and this repressive effect of Myc on gene expression may not be mediated by the Myc/Max complex.,FP,general or irrelevant information
9359509,AML1,TEL,Percentages of CD13 or CD33 expressing leukaemic cells were found to be higher in TEL-AML1 positive cases (n = 22) than in TEL-AML1 negative (n = 74) cases (P<0.001).,FP,general or irrelevant information
9359509,AML1,TEL,These data show that TEL-AML1 expression is significantly associated with myeloid antigen expression by leukaemic cells and suggests that the prognostic significance of myeloid antigen expression in paediatric ALLs should be re-evaluated in the light of molecular cytogenetic markers.,FP,general or irrelevant information
9359534,AML1,TEL,TEL/AML1 transcript and p16 gene deletion in a patient with childhood acute lymphoblastic leukaemia.,FP,general or irrelevant information
9441739,DGS,GSCL,"Due to its location in the critical region on 22q11, GSCL is an excellent candidate gene for VCFS/DGS.",FP,general or irrelevant information
9441739,VCFS,GSCL,"Due to its location in the critical region on 22q11, GSCL is an excellent candidate gene for VCFS/DGS.",FP,general or irrelevant information
9479491,FKHR,PAX7,"Alveolar rhabdomyosarcomas are associated with unique chromosomal translocations t(2;13) and t(1;13), which arise from fusion of the genes for the paired box proteins PAX3 and PAX7, respectively, to the FKHR (forkhead in rhabdomyosarcoma) gene on chromosome 13q14.",FP,general or irrelevant information
9516963,FKHR,Pax3,"The objective of the study was to elucidate how DNA-damaging agents with different mechanisms of action were sensitized in the context of expression of the Pax3/FKHR fusion protein, a transformation event unique to alveolar rhabdomyosarcomas (ARMSs), and wild-type p53 (wtp53).",FP,general or irrelevant information
9528783,Sp1,C/EBPdelta,Interleukin-6-specific activation of the C/EBPdelta gene in hepatocytes is mediated by Stat3 and Sp1.,FP,general or irrelevant information
9528783,Stat3,C/EBPdelta,Interleukin-6-specific activation of the C/EBPdelta gene in hepatocytes is mediated by Stat3 and Sp1.,FP,general or irrelevant information
9541211,transcription factor Sox9,Sry,"Finally, the Sry-related transcription factor Sox9 is expressed in epithelial components and to a lesser degree in condensed mesenchyme of the developing teeth.",FP,general or irrelevant information
9543674,FKHR,PAX3,"Molecular analysis with RT-PCR amplification of RNA isolated from the tumour demonstrated the presence of a PAX3/FKHR fusion transcript, product of a t(2;13) reciprocal translocation, a genetic marker specific for alveolar rhabdomyosarcoma.",FP,general or irrelevant information
9558404,GATA-2,GATA-1,"Our results provide the first evidence for a GATA-1 target gene in eosinophils, a negative regulatory role for GATA-2 in MBP expression, and possibly eosinophil gene transcription in general during myelopoiesis",FP,general or irrelevant information
9652733,TEL,AML1,Lack of TEL/AML1 fusion in pediatric AML: further evidence for lineage specificity of TEL/AML1.,FP,general or irrelevant information
9653115,Fos,NFAT1,The NFAT1-Fos-Jun complex induced a bend at the ARRE2 site that was distinct from the sum of the bends induced by NFAT1 and Fos-Jun separately.,FP,general or irrelevant information
9655393,PPARalpha,PPARgamma,"Whereas PPARgamma promotes lipid storage by regulating adipocyte differentiation, PPARalpha stimulates the beta-oxidative degradation of fatty acids.",FP,general or irrelevant information
9658402,AP-1,Fra-1,High Fra-1 concentration is crucial for the negative regulation of AP-1 activity by estradiol and thus may take part in estradiol-induced inhibition of cell proliferation in ER alpha- breast cancer cells transfected with ER alpha expression construct,FP,general or irrelevant information
9671410,TEL,AML1,AML1 was found to be expressed but no normal TEL proteins were detected.,FP,general or irrelevant information
9671410,TEL,AML1,"In t(12;21) samples, TEL-AML1 was detected as several protein species in the nuclei, whereas the AML1-TEL protein, was inconsistently expressed.",FP,general or irrelevant information
9685731,Sp1,GBF,We also show that GBF belongs to a subgroup of KrAzppel-type zinc fingers distinct from Sp1.,FP,general or irrelevant information
9761780,I-kappaBalpha,PGA1,"Because the stress response can also be induced by nonthermal stimuli, we determined whether induction of the stress response with prostaglandin A1 (PGA1) would induce I-kappaBalpha gene expression.",FP,general or irrelevant information
9797456,Max,MYC,"AMY-1 by itself did not recognize the E-box element, the MYC/Max binding sequence, nor did it transactivate via the element, but stimulated the activation of E-box-regulated transcription by MYC/Max.",FP,general or irrelevant information
9797456,MYC,Max,"AMY-1 by itself did not recognize the E-box element, the MYC/Max binding sequence, nor did it transactivate via the element, but stimulated the activation of E-box-regulated transcription by MYC/Max.",FP,general or irrelevant information
9806359,Stat5,p53,"p53 repressed the prolactin induction of the Stat5 mediated transcription of the beta-casein promoter-luciferase reporter gene, but did not affect IFN-gamma induced, Stat1 dependent transcription of the IRF-1 promoter.",FP,general or irrelevant information
9806359,Stat5,p53,"The repressive function of p53 on Stat5 activity is independent of the amino-terminal transactivation domain, but requires a functional DNA binding domain and the carboxyl-terminal domain.",FP,general or irrelevant information
9811926,DGS,Gscl,"Thus, the genomic location of Gscl and its expression in a subset of the tissues affected in DGS/VCFS patients suggest that Gscl may contribute to the pathogenesis of DGS/VCFS.",FP,general or irrelevant information
9811926,VCFS,Gscl,"Thus, the genomic location of Gscl and its expression in a subset of the tissues affected in DGS/VCFS patients suggest that Gscl may contribute to the pathogenesis of DGS/VCFS.",FP,general or irrelevant information
9813075,CBF-C,CBF-B,"None of the CBF-A and CBF-C subunits, which together formed a CBF-A/CBF-C heterodimer, were cross-linked without CBF-B; in contrast, CBF-B was cross-linked in the absence of CBF-A/CBF-C.",FP,general or irrelevant information
9864390,p53,E2F-1,"The E2F-1 protein is able to induce generalized apoptosis in gliomas independently of the p53, p16 or Rb status.",FP,general or irrelevant information
9892110,SMAD4,SMAD2,These results suggest that functional abrogation of SMAD2 or SMAD3 and increased expression of SMAD6 or SMAD7 are infrequent in pancreatic carcinomas and further stress the particular importance of SMAD4 inactivation in pancreatic carcinogenesis,FP,general or irrelevant information
9892110,SMAD7,SMAD2,These results suggest that functional abrogation of SMAD2 or SMAD3 and increased expression of SMAD6 or SMAD7 are infrequent in pancreatic carcinomas and further stress the particular importance of SMAD4 inactivation in pancreatic carcinogenesis,FP,general or irrelevant information
9989412,TFIID,Sp1,"Transcriptional activation by enhancer-binding factors such as Sp1 requires TFIID, but the identity of other necessary cofactors has remained unknown.",FP,general or irrelevant information
10023677,TEL,AML1,"Although AML1B (and a shorter AML1 isoform, AML1A) have transcriptional activating activity on the IL-3 promoter, fusion of the AML1 gene to the TEL gene generates a repressor of IL-3 expression.",FP,general or irrelevant information
10064599,c-Jun,CREB,"Similar to CREB-mediated transcription, activation of c-Jun-mediated transcription by calcium signals requires calcium/ calmodulin-dependent protein kinases and is dependent on CBP function.",FP,general or irrelevant information
10100620,c-fos,acute myeloid leukemia 1,"These data suggest that acute myeloid leukemia 1 and acute myeloid leukemia 1-MTG8 reciprocally regulate the myeloid cell differentiation, possibly by the way of regulating c-fos gene transcription",FP,general or irrelevant information
10207054,ATF2,c-Jun,"Similarly, overexpression of c-Jun in 293T human embryo kidney cells increased ATF2 ubiquitination in vivo and reduced its half-life in a dose-dependent manner.",FP,general or irrelevant information
10329733,Brn-3a,p53,"In contrast, p53 mutants, which are incapable of binding to DNA, do not affect Brn-3a-mediated activation of the Bcl-2 p1 and p2 promoters.",FP,general or irrelevant information
10330159,VDR,Jun,"This DNA element is a composite site that is recognized by both Fos-Jun and NFAT1; it is directly bound by VDR in the absence of a retinoid X receptor as an apparent monomer, and it is bound in a unique tertiary conformation.",FP,general or irrelevant information
10356357,STAT3,STAT5,"Consequently, a carboxyl-terminal truncated STAT5 is capable of blocking STAT3-mediated transcription of an IREtkCAT reporter construct.",FP,general or irrelevant information
10408502,PPARgamma,PPAR,Enhanced PPAR type alpha expression protects against cardiovascular disorders though the role of enhanced PPARgamma expression seems less favourable.,FP,general or irrelevant information
10438731,GATA-2,GATA-1,"In our previous study, we demonstrated a major positive regulatory role for GATA-1 and a negative regulatory role for GATA-2 in MBP gene transcription.",FP,general or irrelevant information
10488742,TEL,AML1,"The 12;21 chromosomal translocation occurs in leukemic cells from 20(30% of patients with B-lineage childhood acute lymphoblastic leukemia, the result being the TEL/AML1 fusion gene carrying a sequence different from TEL or AML1.",FP,general or irrelevant information
10488742,AML1,TEL,"The 12;21 chromosomal translocation occurs in leukemic cells from 20(30% of patients with B-lineage childhood acute lymphoblastic leukemia, the result being the TEL/AML1 fusion gene carrying a sequence different from TEL or AML1.",FP,general or irrelevant information
10511314,Max,c-Myc,"This result is in contrast with the inhibition of erythroid differentiation of K562 exerted by c-Myc, suggesting divergent roles for c-Myc/Max, depending on the differentiation pathway.",FP,general or irrelevant information
10517669,ERalpha,AP-1,"Estrogen responses at AP-1 sites require the integrity of the ERalpha AF-1 and AF-2 activation surfaces and the complementary surfaces on the p160 coactivator GRIP1 (glucocorticoid receptor interacting protein 1), the NID/AF-1 region, and NR boxes.",FP,general or irrelevant information
10619603,E2F-1,p53,It was found that p53 specifically inhibited activated transcription by E2F-5 but not by E2F-1.,FP,general or irrelevant information
10619603,E2F-5,p53,It was found that p53 specifically inhibited activated transcription by E2F-5 but not by E2F-1.,FP,general or irrelevant information
10619603,E2F-4,p53,The results indicate that p53 differentially regulates the activities of two subclasses (E2F-1/-2/-3 vs. E2F-4/-5) of E2F transcription factors.,FP,general or irrelevant information
10652338,COUP-TFI,GRIP1,"Finally, overexpression of GRIP1 or SRC-1 does not convert COUP-TFI from a transcriptional repressor into a transcriptional activator in HeLa cells",FP,general or irrelevant information
10652338,COUP-TFI,SRC-1,"Finally, overexpression of GRIP1 or SRC-1 does not convert COUP-TFI from a transcriptional repressor into a transcriptional activator in HeLa cells",FP,general or irrelevant information
10666368,FKHR,myogenin,One of two embryonal rhabdomyosarcomas that strongly stained for myogenin was retrospectively found to be positive for Pax3/FKHR transcripts.,FP,general or irrelevant information
10666368,FKHR,Pax3,One of two embryonal rhabdomyosarcomas that strongly stained for myogenin was retrospectively found to be positive for Pax3/FKHR transcripts.,FP,general or irrelevant information
10666368,Pax3,myogenin,One of two embryonal rhabdomyosarcomas that strongly stained for myogenin was retrospectively found to be positive for Pax3/FKHR transcripts.,FP,general or irrelevant information
10672061,PgR,p53,Immunohistochemical analysis of pleomorphic lobular carcinoma: higher expression of p53 and chromogranin and lower expression of ER and PgR.,FP,general or irrelevant information
10738311,MYC,E2F5,"This suggests that E2F5 behaves like a MYC-type cooperating oncogene in functional assays, prompting us to monitor potential amplifications of the E2F5 gene in primary human tumors.",FP,general or irrelevant information
10760820,p53,CHOP,"Immunoblotting techniques were used on microdissected fresh frozen tumor specimens, and expression of C/EBPalpha, C/EBPbeta and C/EBPzeta (CHOP) was analyzed in addition to that of the cell-cycle regulator p53 and the proliferation marker PCNA.",FP,general or irrelevant information
10769232,Gli2,Gli3,This surface ectoderm/neural tube Wnt signaling has both negative and positive functions in Gli2 and Gli3 regulation: these signals repress Gli3 in segmental plate mesoderm prior to somite formation and then promote somite formation and the somite-specific activation of Gli2 and Gli3.,FP,general or irrelevant information
10769232,Gli3,Gli2,This surface ectoderm/neural tube Wnt signaling has both negative and positive functions in Gli2 and Gli3 regulation: these signals repress Gli3 in segmental plate mesoderm prior to somite formation and then promote somite formation and the somite-specific activation of Gli2 and Gli3.,FP,general or irrelevant information
10769646,p53,ara,"The cell treatment with 0.1, 1 and 10 microM ara-C for 48 hours showed increased p53 protein expression in most of these lines.",FP,general or irrelevant information
10854698,PPAR,PPARgamma,"Therefore, hPPARgamma2Delta500 appears to repress PPAR activity by competing with wild type receptor to dimerize with RXR and bind the PPRE.",FP,general or irrelevant information
10868855,HNF-3beta,MODY,"RESEARCH DESIGN AND METHODS: The coding regions of the known MODY genes hepatocyte nuclear factor (HNF)-1alpha, HNF-4alpha, HNF-1beta, and insulin promoter factor 1 and the coding regions of two MODY candidate genes, HNF-3beta and the dimerization cofactor of HNF-1, were sequenced in genomic DNA from Pima Indians.",FP,general or irrelevant information
10868948,MODY,HNF3B,The results of our study suggest that mutations in HNF3B are not a common cause of MODY in Japanese subjects,FP,general or irrelevant information
10868948,HNF3B,MODY,We have tested this hypothesis by screening a panel of 57 unrelated Japanese subjects with a clinical diagnosis of MODY for mutations in HNF3B.,FP,general or irrelevant information
10871843,FKHR,PAX3,These results suggest that at least part of the anti-apoptotic effect of PAX3 and PAX3/FKHR is mediated through direct transcriptional modulation of the prominent anti-apoptotic protein BCL-XL.,FP,general or irrelevant information
10908559,Id-1,helix-loop-helix protein,"Recently it was reported that forced overexpression of the helix-loop-helix protein Id-1 was capable of immortalizing keratinocytes, secondary to activation of telomerase activity and suppression of p16/Rb-mediated growth arrest pathways.",FP,general or irrelevant information
10910927,AML1,TEL,"After matching for unevenly distributed patient characteristics-that is, excluding patients younger than 12 months, patients with CD10-negative immature B-lineage ALL, patients with Philadelphia chromosome, and patients who were hyperdiploid (more than 50 chromosomes) from the TEL/AML1 negative group-the only remaining difference was a relative sensitivity for ASP in the TEL/AML1-positive samples (10.8-fold; P =. 012).",FP,general or irrelevant information
10944465,TTF-2,thyroid transcription factor,The thyroid transcription factor TTF-2 is a forkhead-containing protein involved in thyroid-specific gene expression and necessary for thyroid morphogenesis.,FP,general or irrelevant information
10958784,PPAR,PAX8,"PAX8-PPARgamma1 mRNA and protein were detected in 5 of 8 thyroid follicular carcinomas but not in 20 follicular adenomas, 10 papillary carcinomas, or 10 multinodular hyperplasias.",FP,general or irrelevant information
10975680,ERF,FLI1,"In this study, we demonstrate that the ES transformed phenotype can be suppressed by chimeric transcriptional repressors containing the DNA-binding domain of FLI1 and the regulatory and repressor domain of ERF, a transcription suppressor and member of the ets gene family.",FP,general or irrelevant information
10975680,ERF,FLI1,"The FLI1/ERF repressor, like the wild-type ERF, is regulated by mitogen-activated protein kinase-dependent subcellular localization.",FP,general or irrelevant information
11001911,AML1,TEL,"Although AML1 stimulates transcription, TEL-AML1 functions as a repressor of some AML1 target genes.",FP,general or irrelevant information
11026560,c-fos,PGA1,"Because we recently found functional HSEs in the human and rodent c-fos promoters, we hypothesized that PGA1 might increase c-fos expression through the HSE.",FP,general or irrelevant information
11026560,c-fos,PGA1,"In this study, we revealed that PGA1 induces c-fos expression at least partly by increasing the binding between heat shock factor-1 and the HSE, and that PGA1 enhances activity of activating protein-1 (AP-1).",FP,general or irrelevant information
11031250,Max,Myc,The Myc/Max/Mad network and the transcriptional control of cell behavior.,FP,general or irrelevant information
11078523,TEL,AML1,"We also show that the leukemia-associated fusion protein TEL/AML1 is modified by SUMO-1 and found in the TEL bodies, in a pattern quite different from what we observe and report for AML1.",FP,general or irrelevant information
